Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Total_Spending,Average_Order_Value,Max_Single_Spend,Total_Items_Count,Discount_Usage_Rate,Preferred_Category,Days_Since_Last_Purchase,Customer_Lifetime_Days,Monthly_Purchase_Rate,Cluster_KMeans,Cluster_Agglomerative,Cluster_DBSCAN,PCA1,PCA2,PCA3_1,PCA3_2,PCA3_3,Customer_Persona,RFM_Segment,RFM_Score,Predicted_CLV_3Yr,CLV_Tier
CUST-1168,62,Female,Seattle,65434.45,26,4214.0,162.08,427.0,61,0.0481,Bath & Body,1,1093,0.71,2,1,0,0.9954247937170697,1.272409823406388,0.9954247937170697,1.272409823406388,-0.79619995153753,VIP Cosmetics Enthusiasts ✨,Champions,544,4214.0,Silver Tier 🥈
CUST-1169,22,Non-Binary,New York,31548.61,18,3146.0,174.78,401.0,41,0.0694,Makeup,356,737,0.73,3,2,-1,-1.1277429803098549,-1.1572398073812256,-1.1277429803098549,-1.1572398073812256,0.7849834005188214,Frequent Budget Buyers 🛍️,Lost Customers,212,3146.0,Bronze Tier 🥉
CUST-1170,47,Male,Dallas,53602.94,21,3766.0,179.33,427.0,54,0.0524,Bath & Body,2,1092,0.58,0,0,0,0.3207719970818491,0.5429604444803198,0.3207719970818491,0.5429604444803198,0.13982890437085596,Occasional / New Shoppers 🌱,Potential Loyalists,323,3766.0,Silver Tier 🥈
CUST-1171,38,Female,Miami,49119.82,18,2700.0,150.0,325.0,47,0.0778,Haircare,1,1092,0.49,0,0,0,-1.41351404262831,0.6008280087470698,-1.41351404262831,0.6008280087470698,0.8036750756092151,Occasional / New Shoppers 🌱,New / Promising,511,2700.0,Bronze Tier 🥉
CUST-1172,63,Female,Seattle,48545.16,27,5090.0,188.52,427.0,68,0.0593,Skincare,360,734,1.1,2,2,-1,1.7593457270695916,0.2619823959512474,1.7593457270695916,0.2619823959512474,0.2896709938621427,VIP Cosmetics Enthusiasts ✨,At Risk,145,5090.0,Gold Tier 🥇
CUST-1173,18,Male,Dallas,63191.16,15,3520.0,234.67,427.0,41,0.0967,Fragrance,2,1091,0.41,1,1,-1,0.2875153654859134,-1.9984138792946777,0.2875153654859134,-1.9984138792946777,3.8998242873251265,Occasional / New Shoppers 🌱,Potential Loyalists,313,3520.0,Bronze Tier 🥉
CUST-1174,47,Female,Chicago,69070.25,24,3531.0,147.12,427.0,64,0.0583,Skincare,1,1091,0.66,0,0,0,-0.06624678953250769,0.6444967380820561,-0.06624678953250769,0.6444967380820561,-0.6910109164837689,Occasional / New Shoppers 🌱,Loyal Customers,533,3531.0,Bronze Tier 🥉
CUST-1175,53,Female,Los Angeles,72300.04,20,3768.0,188.4,427.0,50,0.0675,Bath & Body,358,736,0.82,3,2,-1,-0.16156518676482734,-0.8190771936424212,-0.16156518676482734,-0.8190771936424212,0.9557130545132382,Frequent Budget Buyers 🛍️,Lost Customers,123,3768.0,Silver Tier 🥈
CUST-1176,61,Female,Houston,38370.74,31,4688.0,151.23,427.0,82,0.0677,Skincare,1,1091,0.85,2,1,0,1.7926481650920354,2.0376579881309493,1.7926481650920354,2.0376579881309493,-0.2904905627197002,VIP Cosmetics Enthusiasts ✨,Champions,555,4688.0,Gold Tier 🥇
CUST-1177,23,Non-Binary,Dallas,49166.28,16,2471.0,154.44,405.0,34,0.0844,Makeup,2,1090,0.44,1,0,-1,-1.780422681791715,-0.22943442981437792,-1.780422681791715,-0.22943442981437792,1.250737547811242,Occasional / New Shoppers 🌱,New / Promising,311,2471.0,Bronze Tier 🥉
CUST-1178,30,Female,Seattle,112270.31,36,4093.0,113.69,335.0,94,0.0583,Haircare,1,1093,0.99,2,1,-1,1.2286932189292454,-0.6944514519416723,1.2286932189292454,-0.6944514519416723,-2.769189760569256,VIP Cosmetics Enthusiasts ✨,Champions,554,4093.0,Silver Tier 🥈
CUST-1179,54,Female,San Francisco,77886.46,20,2921.0,146.05,393.0,47,0.055,Fragrance,356,738,0.81,3,2,1,-1.5477862407517207,-0.25539458433553236,-1.5477862407517207,-0.25539458433553236,-0.7931157398300874,Frequent Budget Buyers 🛍️,Need Attention,222,2921.0,Bronze Tier 🥉
CUST-1180,63,Female,Dallas,65149.33,23,4439.0,193.0,427.0,54,0.0891,Haircare,356,736,0.94,3,2,-1,0.8082953019667499,-0.2418593198310203,0.8082953019667499,-0.2418593198310203,2.0859415113717623,Frequent Budget Buyers 🛍️,Need Attention,235,4439.0,Gold Tier 🥇
CUST-1181,64,Male,Dallas,55938.94,16,2582.0,161.38,427.0,43,0.075,Skincare,364,730,0.66,3,2,2,-2.0430058776298616,0.4979526299319692,-2.0430058776298616,0.4979526299319692,1.0926598311014348,Frequent Budget Buyers 🛍️,Lost Customers,111,2582.0,Bronze Tier 🥉
CUST-1182,33,Female,New York,79003.22,20,2963.0,148.15,324.0,48,0.05,Haircare,1,1093,0.55,0,0,0,-0.9949569413779492,-0.31139272095553777,-0.9949569413779492,-0.31139272095553777,-0.9908894823442729,Occasional / New Shoppers 🌱,New / Promising,522,2963.0,Bronze Tier 🥉
CUST-1183,26,Female,Los Angeles,48390.63,17,3835.0,225.59,427.0,32,0.0412,Bath & Body,1,1092,0.47,2,0,-1,0.6838424713487987,-1.029714716228084,0.6838424713487987,-1.029714716228084,0.8939532788048503,VIP Cosmetics Enthusiasts ✨,Potential Loyalists,513,3835.0,Silver Tier 🥈
CUST-1184,34,Male,Miami,48805.59,16,2391.0,149.44,393.0,40,0.0562,Fragrance,2,1092,0.44,0,0,0,-1.8971763674055573,0.44080250378895075,-1.8971763674055573,0.44080250378895075,-0.19437409975332642,Occasional / New Shoppers 🌱,New / Promising,311,2391.0,Bronze Tier 🥉
CUST-1185,54,Male,Seattle,71367.1,29,4595.0,158.45,427.0,77,0.0828,Makeup,2,1092,0.8,2,1,0,1.5582355891751793,0.7352577919336756,1.5582355891751793,0.7352577919336756,0.5415723257498829,VIP Cosmetics Enthusiasts ✨,Loyal Customers,355,4595.0,Gold Tier 🥇
CUST-1186,18,Male,Miami,89454.74,20,3148.0,157.4,427.0,48,0.0625,Skincare,2,1092,0.55,0,0,0,-0.7208844614669052,-1.4741937538213585,-0.7208844614669052,-1.4741937538213585,-0.31785442687573595,Occasional / New Shoppers 🌱,New / Promising,322,3148.0,Bronze Tier 🥉
CUST-1187,53,Female,Chicago,35742.66,24,3530.0,147.08,326.0,62,0.0833,Fragrance,1,1093,0.66,1,3,0,-0.06181406477298386,1.7280862052063473,-0.06181406477298386,1.7280862052063473,0.8058013430178773,Occasional / New Shoppers 🌱,Loyal Customers,533,3530.0,Bronze Tier 🥉
CUST-1188,39,Female,Seattle,91224.69,22,3147.0,143.05,341.0,57,0.0977,Skincare,2,1090,0.61,1,3,0,-0.7373398360993143,-0.3033438112180665,-0.7373398360993143,-0.3033438112180665,1.1212826340112405,Occasional / New Shoppers 🌱,New / Promising,322,3147.0,Bronze Tier 🥉
CUST-1189,18,Male,Houston,87519.5,17,2717.0,159.82,427.0,48,0.0706,Haircare,2,1092,0.47,0,0,0,-1.3894567090116496,-1.4787484701733233,-1.3894567090116496,-1.4787484701733233,0.36778247316614454,Occasional / New Shoppers 🌱,New / Promising,311,2717.0,Bronze Tier 🥉
CUST-1190,62,Female,Los Angeles,84523.3,18,3010.0,167.22,427.0,45,0.0833,Haircare,2,1091,0.49,1,0,0,-0.8809429470071855,0.6629011372186605,-0.8809429470071855,0.6629011372186605,1.5443293523759665,Occasional / New Shoppers 🌱,New / Promising,312,3010.0,Bronze Tier 🥉
CUST-1191,39,Female,Houston,87979.21,26,4358.0,167.62,427.0,64,0.0885,Bath & Body,1,1091,0.71,1,3,0,1.136872241106566,-0.5718220431318015,1.136872241106566,-0.5718220431318015,1.0417501178953676,Occasional / New Shoppers 🌱,Champions,544,4358.0,Silver Tier 🥈
CUST-1192,37,Male,Los Angeles,106820.71,18,3313.0,184.06,427.0,43,0.0444,Makeup,1,1090,0.5,0,0,-1,-0.35369820406464525,-1.319359267867764,-0.35369820406464525,-1.319359267867764,-0.3232350230793729,Occasional / New Shoppers 🌱,New / Promising,512,3313.0,Bronze Tier 🥉
CUST-1193,41,Female,Chicago,90428.24,29,5115.0,176.38,427.0,79,0.0448,Fragrance,2,1091,0.8,2,1,0,2.282702155133452,-0.6059845582199225,2.282702155133452,-0.6059845582199225,-1.1282927874649828,VIP Cosmetics Enthusiasts ✨,Loyal Customers,355,5115.0,Gold Tier 🥇
CUST-1194,30,Female,Los Angeles,38610.16,19,3238.0,170.42,418.0,42,0.1,Bath & Body,1,1092,0.52,1,3,-1,-0.5340800403202213,0.13019662686739997,-0.5340800403202213,0.13019662686739997,2.367894385167606,Occasional / New Shoppers 🌱,New / Promising,512,3238.0,Bronze Tier 🥉
CUST-1195,62,Male,Seattle,75026.37,28,4801.0,171.46,427.0,66,0.0625,Skincare,1,1091,0.77,2,1,0,1.8438876675355091,0.8730796542771383,1.8438876675355091,0.8730796542771383,-0.02083859505502022,VIP Cosmetics Enthusiasts ✨,Champions,555,4801.0,Gold Tier 🥇
CUST-1196,31,Female,Dallas,50211.87,14,1437.0,102.64,286.0,39,0.0821,Fragrance,357,733,0.57,3,2,-1,-4.224483615252352,-0.15781597627590535,-4.224483615252352,-0.15781597627590535,-0.20489227297292925,Frequent Budget Buyers 🛍️,Lost Customers,111,1437.0,Bronze Tier 🥉
CUST-1197,35,Female,Chicago,73124.95,24,3731.0,155.46,326.0,53,0.0646,Skincare,1,1091,0.66,0,0,0,0.21667648791660002,-0.18880391552339054,0.21667648791660002,-0.18880391552339054,-0.28966845801532415,Occasional / New Shoppers 🌱,Loyal Customers,533,3731.0,Silver Tier 🥈
CUST-1198,28,Female,Houston,72695.06,20,3582.0,179.1,389.0,48,0.105,Bath & Body,356,738,0.81,3,2,-1,-0.5174524727509432,-1.9853433330070276,-0.5174524727509432,-1.9853433330070276,2.370843031029867,Frequent Budget Buyers 🛍️,Need Attention,223,3582.0,Bronze Tier 🥉
CUST-1199,64,Male,Seattle,33708.33,17,3323.0,195.47,427.0,42,0.0765,Haircare,2,728,0.7,1,0,-1,-0.2285181454517322,1.6103316066318571,-0.2285181454517322,1.6103316066318571,2.3099146024333534,Occasional / New Shoppers 🌱,New / Promising,312,3323.0,Bronze Tier 🥉
CUST-1200,20,Female,Miami,112740.3,27,4683.0,173.44,427.0,66,0.0611,Fragrance,358,736,1.1,3,2,-1,1.1044055419107233,-3.2252402686383443,1.1044055419107233,-3.2252402686383443,-0.7597269850925321,Frequent Budget Buyers 🛍️,At Risk,145,4683.0,Gold Tier 🥇
CUST-1201,58,Female,Dallas,75621.99,33,5022.0,152.18,427.0,84,0.0485,Fragrance,356,738,1.34,2,2,-1,1.8072662213251691,-0.05338061458647905,1.8072662213251691,-0.05338061458647905,-1.79894107746096,VIP Cosmetics Enthusiasts ✨,Need Attention,255,5022.0,Gold Tier 🥇
CUST-1202,41,Female,Chicago,94974.65,21,3663.0,174.43,427.0,50,0.0667,Fragrance,356,737,0.85,3,2,1,-0.38444401102664694,-1.7607826890253275,-0.38444401102664694,-1.7607826890253275,0.2491746219900089,Frequent Budget Buyers 🛍️,Need Attention,223,3663.0,Silver Tier 🥈
CUST-1203,54,Female,Dallas,85237.95,26,4968.0,191.08,427.0,67,0.0788,Makeup,1,1093,0.71,2,1,0,2.041920374361786,-0.10206133645236556,2.041920374361786,-0.10206133645236556,1.313232226385557,VIP Cosmetics Enthusiasts ✨,Champions,545,4968.0,Gold Tier 🥇
CUST-1204,42,Non-Binary,Seattle,56079.69,21,3240.0,154.29,427.0,58,0.0667,Bath & Body,1,1091,0.58,0,0,0,-0.5406211946573236,0.5881645105977779,-0.5406211946573236,0.5881645105977779,0.14966273468663685,Occasional / New Shoppers 🌱,New / Promising,522,3240.0,Bronze Tier 🥉
CUST-1205,18,Female,Houston,32563.81,18,2935.0,163.06,382.0,42,0.0861,Fragrance,2,1092,0.49,1,3,-1,-1.017463083658275,-0.19488069973012742,-1.017463083658275,-0.19488069973012742,1.4719012537671294,Occasional / New Shoppers 🌱,New / Promising,312,2935.0,Bronze Tier 🥉
CUST-1206,34,Male,Dallas,64641.21,22,3856.0,175.27,400.0,58,0.0455,Bath & Body,356,737,0.9,3,2,1,-0.06528861231027724,-1.3450402165094235,-0.06528861231027724,-1.3450402165094235,-0.7548125856412515,Frequent Budget Buyers 🛍️,Can't Lose Them,124,3856.0,Silver Tier 🥈
CUST-1207,45,Female,Chicago,43498.69,19,3091.0,162.68,290.0,44,0.0711,Haircare,2,1091,0.52,0,0,0,-0.7515011229218657,0.9103407729724979,-0.7515011229218657,0.9103407729724979,0.8226348442241453,Occasional / New Shoppers 🌱,New / Promising,312,3091.0,Bronze Tier 🥉
CUST-1208,55,Female,Miami,88751.18,28,3802.0,135.79,394.0,76,0.0768,Haircare,2,1092,0.77,1,1,0,0.4184111206017317,0.715255565725351,0.4184111206017317,0.715255565725351,-0.3669232154434892,Occasional / New Shoppers 🌱,Loyal Customers,353,3802.0,Silver Tier 🥈
CUST-1209,34,Female,Seattle,48869.46,25,3827.0,153.08,323.0,67,0.052,Bath & Body,2,1090,0.69,0,1,0,0.39701751445107597,0.41154120374485437,0.39701751445107597,0.41154120374485437,-0.9254852985595121,Occasional / New Shoppers 🌱,Loyal Customers,343,3827.0,Silver Tier 🥈
CUST-1210,22,Male,Seattle,93002.59,22,4940.0,224.55,427.0,43,0.0795,Makeup,2,1092,0.6,2,1,-1,2.0761617509218246,-2.3891620377948293,2.0761617509218246,-2.3891620377948293,2.1577742470029166,VIP Cosmetics Enthusiasts ✨,Potential Loyalists,325,4940.0,Gold Tier 🥇
CUST-1211,23,Female,San Francisco,62572.32,19,3469.0,182.58,427.0,43,0.0684,Bath & Body,361,731,0.78,3,2,1,-0.6426061450112986,-1.9985510002461369,-0.6426061450112986,-1.9985510002461369,0.7003435859290958,Frequent Budget Buyers 🛍️,Lost Customers,113,3469.0,Bronze Tier 🥉
CUST-1212,26,Male,Chicago,88589.43,24,4196.0,174.83,427.0,48,0.0688,Haircare,1,1093,0.66,2,0,0,0.8946383019463646,-1.3173901559217898,0.8946383019463646,-1.3173901559217898,0.2549491784219501,VIP Cosmetics Enthusiasts ✨,Loyal Customers,534,4196.0,Silver Tier 🥈
CUST-1213,30,Female,Chicago,81941.52,30,5330.0,177.67,427.0,67,0.0683,Skincare,2,1092,0.82,2,1,0,2.572612896545866,-0.9993888135830681,2.572612896545866,-0.9993888135830681,-0.034587728223854454,VIP Cosmetics Enthusiasts ✨,Loyal Customers,355,5330.0,Platinum Tier 💎
CUST-1214,31,Female,Dallas,73480.56,22,4036.0,183.45,427.0,52,0.0568,Makeup,1,1093,0.6,2,1,0,0.6974396001920037,-0.8088327219103196,0.6974396001920037,-0.8088327219103196,0.14310852574578195,VIP Cosmetics Enthusiasts ✨,Potential Loyalists,524,4036.0,Silver Tier 🥈
CUST-1215,26,Female,San Francisco,68663.01,30,3904.0,130.13,320.0,80,0.075,Bath & Body,2,1092,0.82,2,1,0,0.6362888633371193,-0.1376700821407005,0.6362888633371193,-0.1376700821407005,-0.8888881242644294,VIP Cosmetics Enthusiasts ✨,Loyal Customers,354,3904.0,Silver Tier 🥈
CUST-1216,27,Female,New York,83531.63,32,4220.0,131.88,427.0,82,0.0594,Bath & Body,1,1093,0.88,2,1,0,1.1648860688244418,-0.44781571192105535,1.1648860688244418,-0.44781571192105535,-1.837556922007327,VIP Cosmetics Enthusiasts ✨,Champions,554,4220.0,Silver Tier 🥈
CUST-1217,31,Female,Chicago,52340.08,18,3219.0,178.83,427.0,49,0.0639,Bath & Body,2,1091,0.49,0,0,0,-0.5053539167088053,-0.232453870380631,-0.5053539167088053,-0.232453870380631,0.7725956045120734,Occasional / New Shoppers 🌱,New / Promising,312,3219.0,Bronze Tier 🥉
CUST-1218,62,Male,Seattle,111835.6,19,2875.0,151.32,427.0,51,0.0474,Bath & Body,1,1093,0.52,0,0,0,-1.1262814774533036,0.28079106073122334,-1.1262814774533036,0.28079106073122334,-0.8937744550089521,Occasional / New Shoppers 🌱,New / Promising,511,2875.0,Bronze Tier 🥉
CUST-1219,49,Female,New York,70341.15,24,3412.0,142.17,427.0,62,0.0771,Fragrance,356,738,0.98,3,2,1,-0.7573445471450685,-0.28128904717324815,-0.7573445471450685,-0.28128904717324815,-0.05903639550970981,Frequent Budget Buyers 🛍️,At Risk,133,3412.0,Bronze Tier 🥉
CUST-1220,43,Male,Dallas,82046.85,27,4221.0,156.33,385.0,66,0.0796,Fragrance,356,738,1.1,3,2,-1,0.4739146612145728,-1.0809860006194387,0.4739146612145728,-1.0809860006194387,0.10851405632067512,Frequent Budget Buyers 🛍️,At Risk,144,4221.0,Silver Tier 🥈
CUST-1221,26,Female,New York,56935.09,18,2810.0,156.11,427.0,45,0.0583,Haircare,356,737,0.73,3,2,1,-1.7182813414309106,-1.293012555104011,-1.7182813414309106,-1.293012555104011,-0.36461406774915195,Frequent Budget Buyers 🛍️,Lost Customers,111,2810.0,Bronze Tier 🥉
CUST-1222,64,Female,San Francisco,104925.83,21,3535.0,168.33,337.0,60,0.0881,Skincare,1,1092,0.58,1,3,0,-0.09724096589840199,0.24283904741293813,-0.09724096589840199,0.24283904741293813,1.5126816630535462,Occasional / New Shoppers 🌱,Potential Loyalists,523,3535.0,Bronze Tier 🥉
CUST-1223,50,Female,New York,68411.12,18,2766.0,153.67,427.0,51,0.05,Makeup,1,1091,0.49,0,0,0,-1.2777363325482005,0.7106666087753816,-1.2777363325482005,0.7106666087753816,-0.497650168704754,Occasional / New Shoppers 🌱,New / Promising,511,2766.0,Bronze Tier 🥉
CUST-1224,25,Male,Dallas,69539.66,28,4868.0,173.86,427.0,75,0.0625,Fragrance,1,1093,0.77,2,1,0,1.9103230777951639,-0.8732660351775675,1.9103230777951639,-0.8732660351775675,-0.2622834740461965,VIP Cosmetics Enthusiasts ✨,Champions,555,4868.0,Gold Tier 🥇
CUST-1225,39,Male,Seattle,67056.83,26,4481.0,172.35,381.0,57,0.075,Makeup,1,1092,0.71,2,1,0,1.3394246817039437,-0.11001464984345719,1.3394246817039437,-0.11001464984345719,0.6040233226322737,VIP Cosmetics Enthusiasts ✨,Champions,545,4481.0,Gold Tier 🥇
CUST-1226,23,Male,San Francisco,82136.51,27,5382.0,199.33,427.0,74,0.0815,Skincare,356,738,1.1,2,1,-1,2.1068367058489383,-2.745008201168152,2.1068367058489383,-2.745008201168152,1.1360573996666636,VIP Cosmetics Enthusiasts ✨,At Risk,145,5382.0,Platinum Tier 💎
CUST-1227,61,Female,Dallas,94632.31,22,2709.0,123.14,307.0,55,0.0568,Fragrance,2,1088,0.61,0,0,0,-1.3748957000615047,1.066663773111689,-1.3748957000615047,1.066663773111689,-1.270095929609884,Occasional / New Shoppers 🌱,New / Promising,321,2709.0,Bronze Tier 🥉
CUST-1228,35,Female,Dallas,24765.0,24,3245.0,135.21,427.0,55,0.05,Fragrance,1,1093,0.66,0,0,0,-0.47075496502375724,1.3288853942175332,-0.47075496502375724,1.3288853942175332,-1.2755237455735295,Occasional / New Shoppers 🌱,Lost Customers,532,3245.0,Bronze Tier 🥉
CUST-1229,47,Female,Houston,82441.52,19,3123.0,164.37,427.0,45,0.0526,Bath & Body,2,1091,0.52,0,0,0,-0.7053358234238246,0.0536833550054973,-0.7053358234238246,0.0536833550054973,-0.2641237386666167,Occasional / New Shoppers 🌱,New / Promising,312,3123.0,Bronze Tier 🥉
CUST-1230,28,Female,San Francisco,105913.88,24,3757.0,156.54,427.0,58,0.0688,Fragrance,357,736,0.98,3,2,1,-0.2738693687181491,-2.411891388735039,-0.2738693687181491,-2.411891388735039,-0.494279566523321,Frequent Budget Buyers 🛍️,At Risk,133,3757.0,Silver Tier 🥈
CUST-1231,64,Female,Dallas,64355.77,29,3602.0,124.21,372.0,74,0.0914,Makeup,1,1092,0.8,1,3,-1,0.19745814872168485,1.9297649699880415,0.19745814872168485,1.9297649699880415,0.21814115703440348,Occasional / New Shoppers 🌱,Loyal Customers,553,3602.0,Silver Tier 🥈
CUST-1232,59,Female,Los Angeles,58811.7,29,5261.0,181.41,427.0,82,0.0638,Makeup,1,1093,0.8,2,1,0,2.5049457881720905,0.9662911656380448,2.5049457881720905,0.9662911656380448,0.2976882920306671,VIP Cosmetics Enthusiasts ✨,Champions,555,5261.0,Platinum Tier 💎
CUST-1233,46,Female,New York,79315.73,28,3661.0,130.75,338.0,71,0.075,Bath & Body,2,1087,0.77,1,1,0,0.22107140344829523,0.5794446431911121,0.22107140344829523,0.5794446431911121,-0.6159883825780067,Occasional / New Shoppers 🌱,Loyal Customers,353,3661.0,Silver Tier 🥈
CUST-1234,59,Female,Dallas,91586.69,23,3601.0,156.57,394.0,48,0.0848,Skincare,2,1088,0.63,1,3,0,0.0017119560993600167,0.5024899980074071,0.0017119560993600167,0.5024899980074071,0.9344984122807074,Occasional / New Shoppers 🌱,Loyal Customers,333,3601.0,Silver Tier 🥈
CUST-1235,53,Male,Chicago,69560.4,19,2892.0,152.21,427.0,50,0.0553,Makeup,1,1092,0.52,0,0,0,-1.0843809037360268,0.8478289403165651,-1.0843809037360268,0.8478289403165651,-0.316971872257784,Occasional / New Shoppers 🌱,New / Promising,511,2892.0,Bronze Tier 🥉
CUST-1236,31,Non-Binary,Miami,61180.75,20,2746.0,137.3,350.0,45,0.08,Bath & Body,1,1093,0.55,0,0,0,-1.3676254488054764,0.14487175589663734,-1.3676254488054764,0.14487175589663734,0.3167243276017245,Occasional / New Shoppers 🌱,New / Promising,521,2746.0,Bronze Tier 🥉
CUST-1237,41,Non-Binary,Miami,112394.47,17,2813.0,165.47,337.0,46,0.0618,Skincare,1,1093,0.47,0,0,-1,-1.204434950084887,-1.0110255764504656,-1.204434950084887,-1.0110255764504656,0.14091187042595804,Occasional / New Shoppers 🌱,New / Promising,511,2813.0,Bronze Tier 🥉
CUST-1238,19,Male,San Francisco,74168.15,29,5542.0,191.1,427.0,73,0.0552,Skincare,2,1092,0.8,2,1,0,2.8543873099394506,-1.54664268406546,2.8543873099394506,-1.54664268406546,-0.3322849315087513,VIP Cosmetics Enthusiasts ✨,Loyal Customers,355,5542.0,Platinum Tier 💎
CUST-1239,48,Female,New York,87768.42,19,2815.0,148.16,304.0,53,0.0842,Skincare,1,1092,0.52,1,3,0,-1.2544981854739061,0.16858215886237765,-1.2544981854739061,0.16858215886237765,0.881759730631205,Occasional / New Shoppers 🌱,New / Promising,511,2815.0,Bronze Tier 🥉
CUST-1240,38,Male,Seattle,26584.53,16,2741.0,171.31,427.0,41,0.05,Haircare,359,734,0.65,3,2,-1,-1.7215484500919958,-0.16876824916206407,-1.7215484500919958,-0.16876824916206407,0.028176780115203446,Frequent Budget Buyers 🛍️,Lost Customers,111,2741.0,Bronze Tier 🥉
CUST-1241,38,Female,Houston,51559.56,21,3432.0,163.43,340.0,53,0.081,Haircare,2,1092,0.58,1,3,0,-0.24568720968861008,0.3402639823891141,-0.24568720968861008,0.3402639823891141,1.093969048968798,Occasional / New Shoppers 🌱,Potential Loyalists,323,3432.0,Bronze Tier 🥉
CUST-1242,48,Female,Los Angeles,73860.28,26,3545.0,136.35,359.0,55,0.0558,Skincare,357,737,1.06,3,2,1,-0.4953591924990749,-0.2947338558431894,-0.4953591924990749,-0.2947338558431894,-1.4454872600809028,Frequent Budget Buyers 🛍️,At Risk,143,3545.0,Bronze Tier 🥉
CUST-1243,40,Female,Dallas,44726.14,24,3603.0,150.12,427.0,67,0.0562,Haircare,357,737,0.98,3,2,1,-0.4456479517063134,-0.19287261286811072,-0.4456479517063134,-0.19287261286811072,-0.8403851519412444,Frequent Budget Buyers 🛍️,At Risk,133,3603.0,Silver Tier 🥈
CUST-1244,38,Male,Seattle,62090.18,29,4169.0,143.76,340.0,83,0.0448,Skincare,2,1089,0.8,2,0,0,0.9951741995256129,0.4495393642745571,0.9951741995256129,0.4495393642745571,-1.839710990662766,VIP Cosmetics Enthusiasts ✨,Loyal Customers,354,4169.0,Silver Tier 🥈
CUST-1245,60,Male,Houston,42676.64,26,4071.0,156.58,427.0,73,0.0712,Skincare,1,1093,0.71,2,1,0,0.7824511485920441,1.7835675073945627,0.7824511485920441,1.7835675073945627,0.33186017845279125,VIP Cosmetics Enthusiasts ✨,Champions,544,4071.0,Silver Tier 🥈
CUST-1246,64,Female,Chicago,35222.54,25,3543.0,141.72,427.0,57,0.078,Bath & Body,1,1092,0.69,1,0,0,-0.00770858742724889,2.3810689515517267,-0.00770858742724889,2.3810689515517267,0.4348349380737454,Occasional / New Shoppers 🌱,Loyal Customers,543,3543.0,Bronze Tier 🥉
CUST-1247,54,Female,Miami,74944.45,19,2679.0,141.0,365.0,42,0.0553,Fragrance,1,1089,0.52,0,0,0,-1.447991629419646,0.9303315565971817,-1.447991629419646,0.9303315565971817,-0.6294408598356128,Occasional / New Shoppers 🌱,New / Promising,511,2679.0,Bronze Tier 🥉
CUST-1248,54,Female,New York,79261.01,17,2144.0,126.12,427.0,47,0.0735,Skincare,1,1092,0.47,0,0,0,-2.388016956394013,1.0083296000533748,-2.388016956394013,1.0083296000533748,0.009968260864270155,Occasional / New Shoppers 🌱,New / Promising,511,2144.0,Bronze Tier 🥉
CUST-1249,43,Female,Dallas,57035.07,23,2829.0,123.0,346.0,55,0.0478,Skincare,1,1093,0.63,0,0,0,-1.1426081544659894,1.117171145158302,-1.1426081544659894,1.117171145158302,-1.7441102000235902,Occasional / New Shoppers 🌱,Lost Customers,531,2829.0,Bronze Tier 🥉
CUST-1250,40,Female,Chicago,66245.13,17,3947.0,232.18,427.0,43,0.0676,Bath & Body,1,1093,0.47,1,0,-1,0.8643300222663058,-0.9052664009764723,0.8643300222663058,-0.9052664009764723,2.4173559508614337,Occasional / New Shoppers 🌱,Potential Loyalists,514,3947.0,Silver Tier 🥈
CUST-1251,24,Non-Binary,Miami,79505.8,11,2138.0,194.36,412.0,22,0.0364,Skincare,2,1089,0.3,0,0,-1,-1.939123613979732,-1.4280752493814362,-1.939123613979732,-1.4280752493814362,0.059202004118563516,Occasional / New Shoppers 🌱,New / Promising,311,2138.0,Bronze Tier 🥉
CUST-1252,39,Female,Seattle,74182.81,26,3166.0,121.77,313.0,69,0.0596,Fragrance,1,1090,0.72,0,0,0,-0.5555970060629603,0.5115827106118663,-0.5555970060629603,0.5115827106118663,-1.5199043003822048,Occasional / New Shoppers 🌱,Lost Customers,542,3166.0,Bronze Tier 🥉
CUST-1253,60,Female,Houston,44683.86,25,4345.0,173.8,427.0,62,0.062,Bath & Body,1,1093,0.69,2,1,0,1.1782155747034744,1.4833277885563119,1.1782155747034744,1.4833277885563119,0.37294413647952745,VIP Cosmetics Enthusiasts ✨,Champions,544,4345.0,Silver Tier 🥈
CUST-1254,46,Female,Houston,80897.1,24,3866.0,161.08,427.0,63,0.0687,Bath & Body,1,1093,0.66,1,0,0,0.42035373305543366,0.0771798688317718,0.42035373305543366,0.0771798688317718,0.1176217529757854,Occasional / New Shoppers 🌱,Loyal Customers,534,3866.0,Silver Tier 🥈
CUST-1255,50,Male,Miami,72986.99,23,3412.0,148.35,427.0,59,0.0783,Haircare,1,1089,0.63,1,3,0,-0.27723805152567144,0.6476774860061589,-0.27723805152567144,0.6476774860061589,0.4188029136530035,Occasional / New Shoppers 🌱,Loyal Customers,533,3412.0,Bronze Tier 🥉
CUST-1256,58,Female,Houston,47756.97,26,3480.0,133.85,427.0,59,0.0673,Skincare,1,1092,0.71,0,0,0,-0.07455636695377534,1.9126585263912774,-0.07455636695377534,1.9126585263912774,-0.4995362349279284,Occasional / New Shoppers 🌱,Loyal Customers,543,3480.0,Bronze Tier 🥉
