Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months
LUM-1299,42,Female,Los Angeles,138000.0,5927.2,174.33,34,Haircare,0.23,1,10
LUM-1300,26,Male,Paris,72300.0,3203.77,200.24,16,Fragrance,0.21,15,27
LUM-1301,29,Female,Dubai,101700.0,4450.4,211.92,21,Haircare,0.23,26,33
LUM-1302,44,Female,Dubai,95300.0,4156.81,138.56,30,Haircare,0.33,71,44
LUM-1303,42,Male,Los Angeles,98200.0,4035.19,84.07,48,Bath & Body,0.11,40,6
LUM-1304,35,Male,London,98700.0,4370.24,161.86,27,Fragrance,0.41,4,22
LUM-1305,37,Male,London,140700.0,5480.87,114.18,48,Makeup,0.14,5,30
LUM-1306,50,Male,Milan,68900.0,2692.57,96.16,28,Makeup,0.16,19,42
LUM-1307,29,Female,Milan,31600.0,1610.45,134.2,12,Fragrance,0.5,7,3
LUM-1308,42,Male,Dubai,60600.0,2319.15,154.61,15,Makeup,0.25,1,42
LUM-1309,33,Female,Paris,111500.0,3771.99,125.73,30,Fragrance,0.32,57,57
LUM-1310,33,Male,New York,85800.0,3247.24,180.4,18,Makeup,0.25,1,46
LUM-1311,48,Male,New York,68600.0,2922.86,88.57,33,Bath & Body,0.1,62,25
LUM-1312,45,Male,Milan,47300.0,2474.08,103.09,24,Makeup,0.35,5,59
LUM-1313,44,Female,Paris,92700.0,3487.84,193.77,18,Haircare,0.18,128,49
LUM-1314,50,Female,Milan,107600.0,4569.05,103.84,44,Fragrance,0.14,32,15
LUM-1315,36,Female,New York,95700.0,3486.3,193.68,18,Skincare,0.57,46,18
LUM-1316,43,Non-Binary,Los Angeles,76100.0,2887.64,90.24,32,Skincare,0.4,4,28
LUM-1317,32,Male,Milan,90100.0,4088.25,151.42,27,Fragrance,0.22,69,57
LUM-1318,39,Female,Tokyo,89900.0,3660.79,110.93,33,Bath & Body,0.52,63,33
LUM-1319,34,Female,Los Angeles,91600.0,3653.91,98.75,37,Makeup,0.69,37,52
LUM-1320,37,Female,Milan,43500.0,2093.08,174.42,12,Bath & Body,0.42,24,3
LUM-1321,42,Male,Dubai,91900.0,3354.58,239.61,14,Skincare,0.07,44,19
LUM-1322,26,Male,Milan,69600.0,2836.75,88.65,32,Fragrance,0.25,1,18
LUM-1323,59,Female,Dubai,121400.0,4749.8,153.22,31,Fragrance,0.16,31,57
LUM-1324,24,Female,Paris,89700.0,4008.91,200.45,20,Bath & Body,0.12,65,39
LUM-1325,22,Male,New York,114200.0,3995.87,159.83,25,Bath & Body,0.3,15,54
LUM-1326,48,Male,Los Angeles,74400.0,3632.9,213.7,17,Makeup,0.17,4,55
LUM-1327,44,Female,Los Angeles,75700.0,3112.11,111.15,28,Haircare,0.28,19,12
LUM-1328,42,Female,London,137300.0,4972.33,248.62,20,Haircare,0.45,45,40
LUM-1329,42,Female,London,100300.0,3623.01,144.92,25,Makeup,0.11,3,46
LUM-1330,35,Female,New York,60000.0,2681.94,141.15,19,Haircare,0.4,8,33
LUM-1331,26,Female,London,116400.0,4169.84,231.66,18,Skincare,0.34,5,12
LUM-1332,36,Female,Los Angeles,66300.0,2652.46,176.83,15,Haircare,0.18,55,56
LUM-1333,28,Male,Milan,92900.0,3676.53,167.12,22,Makeup,0.39,2,51
LUM-1334,46,Female,Paris,149300.0,6068.6,202.29,30,Haircare,0.44,40,36
LUM-1335,34,Male,Paris,34900.0,2027.04,184.28,11,Fragrance,0.38,15,53
LUM-1336,26,Female,New York,78800.0,3065.1,109.47,28,Bath & Body,0.37,49,54
LUM-1337,32,Female,London,99300.0,3911.7,195.58,20,Skincare,0.02,116,8
LUM-1338,40,Female,Milan,111800.0,3934.38,103.54,38,Fragrance,0.2,4,30
LUM-1339,29,Female,Paris,41600.0,1344.27,224.04,6,Fragrance,0.29,13,30
LUM-1340,26,Male,Paris,31200.0,1223.28,244.66,5,Makeup,0.18,58,15
LUM-1341,38,Non-Binary,Tokyo,123200.0,5148.93,143.03,36,Bath & Body,0.32,10,43
LUM-1342,38,Female,Tokyo,59800.0,2827.02,157.06,18,Bath & Body,0.21,8,14
LUM-1343,30,Female,Los Angeles,58300.0,2655.53,88.52,30,Skincare,0.2,61,52
LUM-1344,30,Male,Paris,139300.0,4938.21,102.88,48,Makeup,0.13,152,42
LUM-1345,38,Female,New York,87400.0,3345.5,238.96,14,Skincare,0.1,28,59
LUM-1346,20,Female,Dubai,87700.0,3312.15,100.37,33,Haircare,0.13,11,52
LUM-1347,20,Male,Dubai,78700.0,3204.7,152.6,21,Fragrance,0.34,17,59
LUM-1348,28,Female,Milan,42200.0,1908.28,212.03,9,Skincare,0.19,6,57
LUM-1349,33,Female,Paris,108600.0,4000.41,235.32,17,Fragrance,0.26,50,59
LUM-1350,39,Female,Paris,99300.0,4080.27,170.01,24,Makeup,0.17,51,56
LUM-1351,52,Male,Los Angeles,90900.0,3750.18,178.58,21,Haircare,0.48,72,4
LUM-1352,45,Female,Paris,80900.0,3112.85,194.55,16,Makeup,0.11,1,10
LUM-1353,34,Female,New York,74800.0,3209.28,246.87,13,Haircare,0.49,28,44
LUM-1354,35,Male,Tokyo,116900.0,4928.79,182.55,27,Haircare,0.16,8,11
LUM-1355,24,Female,Paris,80100.0,3731.92,177.71,21,Fragrance,0.05,14,58
LUM-1356,35,Male,Paris,82800.0,3545.2,82.45,43,Makeup,0.39,53,52
LUM-1357,32,Female,Los Angeles,103500.0,4260.88,94.69,45,Makeup,0.33,7,10
LUM-1358,39,Non-Binary,London,92300.0,3658.46,174.21,21,Skincare,0.05,35,53
LUM-1359,26,Female,Los Angeles,142500.0,5796.41,241.52,24,Makeup,0.25,37,5
LUM-1360,41,Female,Los Angeles,23400.0,997.89,249.47,4,Skincare,0.4,107,11
LUM-1361,52,Female,New York,95500.0,4116.66,242.16,17,Bath & Body,0.22,52,15
LUM-1362,34,Female,Milan,60300.0,2524.22,168.28,15,Bath & Body,0.11,56,11
LUM-1363,40,Male,Paris,52000.0,2767.28,212.87,13,Bath & Body,0.52,26,33
LUM-1364,43,Non-Binary,Los Angeles,69000.0,3091.46,220.82,14,Makeup,0.13,7,27
LUM-1365,31,Female,Los Angeles,86900.0,3521.14,185.32,19,Makeup,0.42,19,54
LUM-1366,38,Female,London,88500.0,3526.55,135.64,26,Skincare,0.33,27,46
LUM-1367,36,Male,Los Angeles,31900.0,1774.18,161.29,11,Haircare,0.37,39,57
LUM-1368,37,Male,Dubai,66100.0,2956.64,227.43,13,Skincare,0.35,32,47
LUM-1369,27,Female,Milan,94800.0,3698.5,132.09,28,Bath & Body,0.29,17,10
LUM-1370,36,Female,Paris,54300.0,2428.05,242.8,10,Skincare,0.33,10,49
LUM-1371,41,Female,Paris,46000.0,2378.92,118.95,20,Haircare,0.4,6,33
LUM-1372,51,Female,London,22000.0,860.99,215.25,4,Makeup,0.35,41,47
LUM-1373,46,Female,New York,61800.0,2880.76,192.05,15,Skincare,0.29,36,55
LUM-1374,59,Female,Paris,44800.0,2224.36,202.21,11,Bath & Body,0.35,40,47
LUM-1375,27,Female,Dubai,50600.0,2626.99,154.53,17,Bath & Body,0.56,16,33
LUM-1376,45,Male,Paris,75500.0,2927.8,243.98,12,Makeup,0.9,10,19
LUM-1377,38,Female,Dubai,64000.0,2741.71,182.78,15,Skincare,0.19,49,49
LUM-1378,60,Female,Milan,44200.0,2108.52,131.78,16,Haircare,0.5,51,59
LUM-1379,27,Female,Milan,22000.0,1491.64,186.46,8,Makeup,0.59,21,56
LUM-1380,26,Female,Tokyo,95600.0,3974.74,128.22,31,Skincare,0.08,33,21
LUM-1381,29,Female,Tokyo,111300.0,4023.63,129.79,31,Fragrance,0.33,16,5
LUM-1382,18,Female,Dubai,71100.0,3075.81,146.47,21,Bath & Body,0.34,42,48
LUM-1383,30,Female,New York,75700.0,3750.77,220.63,17,Haircare,0.63,63,32
LUM-1384,27,Female,Paris,85100.0,3662.03,166.46,22,Haircare,0.4,40,12
LUM-1385,37,Female,Los Angeles,140300.0,5901.91,196.73,30,Haircare,0.06,25,51
LUM-1386,39,Female,Paris,30100.0,1866.42,143.57,13,Bath & Body,0.46,21,31
LUM-1387,56,Male,Tokyo,70500.0,3376.22,125.05,27,Skincare,0.17,35,42
LUM-1388,46,Female,Los Angeles,24700.0,1457.49,242.92,6,Makeup,0.04,39,20
LUM-1389,29,Male,Dubai,97700.0,4076.05,185.28,22,Skincare,0.65,28,14
LUM-1390,26,Female,Los Angeles,80000.0,3376.66,241.19,14,Makeup,0.18,34,51
LUM-1391,41,Female,Paris,92100.0,3724.8,112.87,33,Haircare,0.04,3,25
LUM-1392,21,Female,Paris,90400.0,3886.66,105.04,37,Skincare,0.27,106,13
LUM-1393,56,Female,New York,119700.0,4533.2,226.66,20,Haircare,0.25,54,11
LUM-1394,48,Male,London,103800.0,4698.61,195.78,24,Fragrance,0.34,16,56
LUM-1395,30,Female,Los Angeles,114100.0,4215.1,110.92,38,Haircare,0.29,28,58
LUM-1396,18,Male,Tokyo,47700.0,2412.92,127.0,19,Haircare,0.09,1,26
LUM-1397,50,Female,Tokyo,126800.0,5351.6,214.06,25,Makeup,0.22,1,27
LUM-1398,34,Female,London,59700.0,2536.51,158.53,16,Fragrance,0.33,10,57
LUM-1399,49,Female,Paris,61700.0,2325.61,193.8,12,Haircare,0.28,40,27
LUM-1400,18,Female,New York,94500.0,4154.16,134.01,31,Haircare,0.13,66,49
LUM-1401,29,Female,New York,95600.0,3907.02,144.7,27,Fragrance,0.6,28,11
LUM-1402,36,Female,Tokyo,47500.0,2406.49,240.65,10,Fragrance,0.29,26,14
LUM-1403,36,Female,New York,78900.0,3228.66,124.18,26,Skincare,0.05,18,13
LUM-1404,31,Female,Milan,137100.0,5818.08,166.23,35,Makeup,0.26,6,51
LUM-1405,42,Male,London,33600.0,1040.9,208.18,5,Fragrance,0.29,4,40
LUM-1406,24,Non-Binary,Paris,137000.0,5407.85,120.17,45,Fragrance,0.67,50,30
LUM-1407,34,Male,Milan,76500.0,3580.02,149.17,24,Bath & Body,0.3,91,10
LUM-1408,37,Female,London,22000.0,1301.6,185.94,7,Fragrance,0.12,21,12
LUM-1409,41,Female,Dubai,37200.0,1892.71,157.73,12,Makeup,0.49,37,27
LUM-1410,43,Female,Los Angeles,51300.0,2165.3,154.66,14,Haircare,0.57,86,49
LUM-1411,23,Male,Tokyo,63200.0,2718.21,143.06,19,Haircare,0.19,3,38
LUM-1412,19,Female,New York,81300.0,2843.94,177.75,16,Haircare,0.03,51,52
LUM-1413,50,Female,Dubai,22000.0,1054.47,175.74,6,Haircare,0.45,33,45
LUM-1414,39,Male,New York,91500.0,3466.47,192.58,18,Bath & Body,0.36,31,11
LUM-1415,27,Female,Milan,48100.0,2384.24,91.7,26,Fragrance,0.13,12,43
LUM-1416,53,Female,Paris,133700.0,5008.09,185.48,27,Haircare,0.75,40,10
LUM-1417,37,Female,Paris,75500.0,2979.76,248.31,12,Skincare,0.46,55,5
LUM-1418,48,Female,Paris,118000.0,4516.62,173.72,26,Haircare,0.11,4,55
LUM-1419,36,Female,New York,123900.0,4611.91,200.52,23,Fragrance,0.59,26,20
LUM-1420,58,Female,Dubai,122900.0,4882.21,174.36,28,Haircare,0.27,3,48
LUM-1421,55,Female,Paris,65200.0,2895.29,222.71,13,Bath & Body,0.14,72,37
LUM-1422,33,Female,Dubai,64700.0,3012.01,231.69,13,Makeup,0.2,24,19
LUM-1423,46,Male,New York,77100.0,3394.33,113.14,30,Makeup,0.09,57,38
LUM-1424,43,Female,Milan,107300.0,4421.33,152.46,29,Fragrance,0.12,16,55
LUM-1425,51,Female,Dubai,67100.0,2749.81,144.73,19,Makeup,0.13,4,30
LUM-1426,25,Female,Milan,80800.0,3210.07,145.91,22,Makeup,0.23,1,52
LUM-1427,43,Male,New York,94600.0,3549.64,101.42,35,Skincare,0.49,11,17
LUM-1428,47,Female,New York,53300.0,2098.73,209.87,10,Fragrance,0.35,9,21
LUM-1429,18,Female,Tokyo,51100.0,2346.78,86.92,27,Fragrance,0.41,28,24
LUM-1430,22,Male,New York,79500.0,3066.68,170.37,18,Makeup,0.31,1,8
LUM-1431,18,Male,New York,84100.0,3884.0,194.2,20,Makeup,0.15,25,49
LUM-1432,33,Female,London,100200.0,3995.75,114.16,35,Makeup,0.44,17,9
LUM-1433,43,Male,Paris,108500.0,4747.92,237.4,20,Bath & Body,0.26,30,46
LUM-1434,52,Female,Tokyo,46500.0,2299.03,229.9,10,Haircare,0.48,42,50
LUM-1435,36,Female,Los Angeles,56600.0,2247.83,160.56,14,Bath & Body,0.39,35,11
LUM-1436,53,Female,Tokyo,51000.0,2266.39,151.09,15,Fragrance,0.3,146,22
LUM-1437,20,Female,Tokyo,134400.0,4701.96,120.56,39,Skincare,0.47,5,39
LUM-1438,18,Male,Los Angeles,80800.0,3385.13,199.13,17,Haircare,0.57,19,13
LUM-1439,35,Female,London,85600.0,3290.27,102.82,32,Skincare,0.12,19,4
LUM-1440,40,Female,Milan,87000.0,3210.96,200.68,16,Fragrance,0.12,18,24
LUM-1441,35,Male,New York,60000.0,3056.64,218.33,14,Fragrance,0.16,38,50
LUM-1442,18,Male,Paris,139700.0,5698.68,118.72,48,Skincare,0.18,23,38
LUM-1443,35,Female,Dubai,99400.0,4279.91,225.26,19,Skincare,0.43,25,7
LUM-1444,21,Female,Los Angeles,86400.0,3758.63,85.42,44,Skincare,0.62,19,9
LUM-1445,43,Female,Milan,46300.0,1750.03,250.0,7,Fragrance,0.07,167,8
LUM-1446,40,Male,Los Angeles,44300.0,1930.36,101.6,19,Makeup,0.29,91,58
LUM-1447,25,Female,New York,74200.0,2995.15,187.2,16,Skincare,0.34,12,24
LUM-1448,30,Non-Binary,London,60500.0,2104.58,123.8,17,Haircare,0.36,4,12
LUM-1449,24,Female,Los Angeles,47600.0,1998.9,222.1,9,Fragrance,0.42,64,48
LUM-1450,35,Female,New York,72000.0,2856.17,168.01,17,Bath & Body,0.41,180,42
LUM-1451,46,Female,New York,77400.0,3246.8,101.46,32,Bath & Body,0.11,12,48
LUM-1452,25,Female,London,90000.0,4409.72,176.39,25,Haircare,0.2,15,48
LUM-1453,41,Female,Tokyo,67400.0,2852.73,150.14,19,Makeup,0.28,99,22
LUM-1454,30,Male,Tokyo,49700.0,2277.45,189.79,12,Skincare,0.65,43,30
LUM-1455,27,Female,Paris,50900.0,2206.44,220.64,10,Fragrance,0.17,12,25
LUM-1456,34,Female,Paris,127500.0,5183.81,148.11,35,Skincare,0.34,30,37
LUM-1457,24,Male,Tokyo,41200.0,1619.82,124.6,13,Fragrance,0.3,101,3
LUM-1458,29,Female,Milan,97700.0,4488.31,93.51,48,Bath & Body,0.35,58,31
LUM-1459,22,Male,Dubai,103200.0,4074.75,177.16,23,Skincare,0.23,47,11
LUM-1460,57,Female,New York,80800.0,3209.44,145.88,22,Haircare,0.32,46,11
LUM-1461,36,Female,Dubai,146900.0,5932.51,144.7,41,Makeup,0.06,6,24
LUM-1462,28,Female,New York,102600.0,3823.72,112.46,34,Haircare,0.17,60,4
LUM-1463,38,Female,Tokyo,149500.0,5948.28,152.52,39,Makeup,0.06,11,18
LUM-1464,34,Male,Paris,62200.0,3098.55,238.35,13,Skincare,0.5,93,42
LUM-1465,33,Female,Milan,62800.0,2625.6,131.28,20,Skincare,0.06,15,8
LUM-1466,42,Female,Paris,103500.0,4738.35,182.24,26,Makeup,0.33,68,57
LUM-1467,44,Female,Dubai,75800.0,3346.29,209.14,16,Bath & Body,0.24,10,15
LUM-1468,30,Female,Paris,144000.0,5737.01,204.89,28,Fragrance,0.17,25,35
LUM-1469,29,Male,Tokyo,97000.0,4304.76,134.52,32,Haircare,0.28,3,21
LUM-1470,32,Female,Milan,48400.0,2683.22,178.88,15,Haircare,0.08,37,17
LUM-1471,18,Female,Dubai,24200.0,1425.55,237.59,6,Haircare,0.42,63,35
LUM-1472,19,Non-Binary,Milan,82300.0,3619.57,82.26,44,Skincare,0.01,44,12
LUM-1473,51,Female,New York,81900.0,3785.4,151.42,25,Haircare,0.53,25,3
LUM-1474,54,Male,Paris,96000.0,3511.46,117.05,30,Fragrance,0.15,1,14
LUM-1475,33,Female,Milan,127400.0,4440.15,148.0,30,Fragrance,0.35,94,45
LUM-1476,42,Female,London,122800.0,4780.73,149.4,32,Makeup,0.39,42,31
LUM-1477,39,Female,Paris,64700.0,2238.45,203.5,11,Skincare,0.22,47,19
LUM-1478,69,Male,New York,39700.0,1795.3,94.49,19,Fragrance,0.27,55,6
LUM-1479,48,Non-Binary,Milan,41800.0,2057.31,171.44,12,Bath & Body,0.15,48,31
LUM-1480,34,Female,Dubai,59200.0,2489.31,177.81,14,Skincare,0.34,20,57
LUM-1481,25,Female,New York,72200.0,2984.52,165.81,18,Skincare,0.47,46,9
LUM-1482,18,Female,London,95700.0,3549.0,208.76,17,Fragrance,0.15,34,46
LUM-1483,38,Female,Milan,57000.0,2731.44,143.76,19,Bath & Body,0.23,67,15
LUM-1484,27,Female,Los Angeles,94800.0,3498.96,233.26,15,Makeup,0.57,56,7
LUM-1485,20,Non-Binary,Los Angeles,97700.0,3288.63,164.43,20,Fragrance,0.52,1,8
LUM-1486,28,Female,Tokyo,90000.0,3587.8,179.39,20,Bath & Body,0.6,16,36
LUM-1487,24,Female,Paris,45500.0,2367.01,215.18,11,Skincare,0.49,1,55
LUM-1488,54,Female,Dubai,101400.0,4072.95,127.28,32,Bath & Body,0.49,3,9
LUM-1489,45,Female,Tokyo,157800.0,5673.56,118.2,48,Skincare,0.3,32,48
LUM-1490,35,Female,Milan,93600.0,3806.59,200.35,19,Fragrance,0.09,72,59
LUM-1491,52,Female,Los Angeles,22000.0,1401.49,155.72,9,Fragrance,0.4,4,56
LUM-1492,36,Male,Los Angeles,128400.0,5021.1,228.23,22,Haircare,0.14,20,30
LUM-1493,26,Female,Los Angeles,60400.0,2534.62,253.46,10,Haircare,0.07,84,48
LUM-1494,52,Female,Milan,164300.0,6396.31,148.75,43,Haircare,0.07,58,12
LUM-1495,41,Female,Los Angeles,89100.0,3096.97,147.47,21,Fragrance,0.09,25,6
LUM-1496,24,Male,New York,26000.0,1141.81,142.73,8,Makeup,0.28,51,5
LUM-1497,33,Male,Milan,22000.0,878.44,146.41,6,Fragrance,0.32,25,27
LUM-1498,26,Female,Dubai,138900.0,5766.02,213.56,27,Bath & Body,0.41,6,25
LUM-1499,20,Female,Tokyo,123700.0,5043.11,210.13,24,Fragrance,0.08,4,29
LUM-1500,46,Female,Dubai,162900.0,6257.04,160.44,39,Fragrance,0.11,7,16
LUM-1501,57,Female,London,85400.0,3053.81,87.25,35,Skincare,0.17,15,40
LUM-1502,20,Female,Los Angeles,83000.0,3628.24,134.38,27,Skincare,0.17,93,34
LUM-1503,42,Female,London,71600.0,3421.96,131.61,26,Skincare,0.61,56,25
LUM-1504,28,Female,Paris,62000.0,2841.45,218.57,13,Fragrance,0.34,19,49
LUM-1505,30,Male,Paris,71300.0,2984.95,96.29,31,Makeup,0.26,23,42
LUM-1506,29,Male,London,92600.0,3930.52,218.36,18,Bath & Body,0.54,10,39
LUM-1507,26,Female,Milan,55500.0,2524.37,194.18,13,Bath & Body,0.16,42,5
LUM-1508,36,Female,Dubai,26600.0,1708.82,213.6,8,Makeup,0.58,56,37
LUM-1509,26,Female,London,90600.0,3942.11,151.62,26,Makeup,0.08,9,15
LUM-1510,38,Female,Paris,54700.0,2348.18,195.68,12,Bath & Body,0.16,1,36
LUM-1511,35,Female,London,22000.0,1071.81,178.64,6,Haircare,0.23,34,26
LUM-1512,33,Female,Milan,104300.0,4030.55,212.13,19,Skincare,0.52,28,3
LUM-1513,26,Female,London,46200.0,2277.76,151.85,15,Skincare,0.29,18,14
LUM-1514,29,Male,Dubai,108200.0,4185.17,160.97,26,Bath & Body,0.14,36,10
LUM-1515,44,Female,Tokyo,107300.0,4030.34,191.92,21,Makeup,0.3,27,21
LUM-1516,41,Female,Milan,94900.0,3821.21,97.98,39,Haircare,0.23,10,11
LUM-1517,25,Male,Paris,172400.0,6795.741250000001,152.58,45,Bath & Body,0.07,17,30
LUM-1518,37,Female,Dubai,80200.0,3347.53,239.11,14,Skincare,0.65,19,16
LUM-1519,44,Female,London,75000.0,3042.13,86.92,35,Fragrance,0.09,74,29
LUM-1520,18,Female,London,108900.0,4407.63,133.56,33,Makeup,0.42,113,20
LUM-1521,41,Female,Tokyo,83100.0,3433.71,132.07,26,Fragrance,0.48,78,44
LUM-1522,28,Male,Paris,125600.0,4315.91,187.65,23,Bath & Body,0.39,44,43
LUM-1523,42,Female,Paris,40600.0,2130.03,96.82,22,Skincare,0.46,30,8
LUM-1524,27,Female,New York,41200.0,2064.24,187.66,11,Haircare,0.27,40,35
LUM-1525,18,Male,Paris,111800.0,4417.85,96.04,46,Fragrance,0.16,97,39
LUM-1526,18,Male,Tokyo,44200.0,2365.71,94.63,25,Haircare,0.2,10,44
LUM-1527,36,Male,Los Angeles,106300.0,4584.4,208.38,22,Skincare,0.14,26,27
LUM-1528,38,Female,New York,98000.0,4169.63,134.5,31,Fragrance,0.1,40,15
LUM-1529,26,Female,New York,60700.0,2369.41,236.94,10,Haircare,0.13,39,56
LUM-1530,43,Non-Binary,London,97900.0,3681.79,85.62,43,Haircare,0.36,10,25
LUM-1531,18,Male,London,41800.0,2298.2,153.21,15,Fragrance,0.38,30,38
LUM-1532,35,Female,Paris,50000.0,1686.83,99.23,17,Skincare,0.14,55,35
LUM-1533,22,Female,New York,76700.0,3139.85,142.72,22,Haircare,0.26,22,23
LUM-1534,28,Female,London,87800.0,3704.95,247.0,15,Bath & Body,0.62,55,36
LUM-1535,36,Male,Tokyo,74400.0,2578.88,234.44,11,Fragrance,0.37,15,58
LUM-1536,26,Female,London,100200.0,4077.3,88.64,46,Makeup,0.25,97,38
LUM-1537,31,Female,Milan,98600.0,4237.33,176.56,24,Makeup,0.27,26,19
LUM-1538,47,Female,Milan,138500.0,4901.83,188.53,26,Skincare,0.08,31,12
LUM-1539,29,Female,London,81700.0,3856.95,116.88,33,Bath & Body,0.42,1,25
LUM-1540,45,Male,New York,126800.0,4635.05,105.34,44,Haircare,0.17,6,46
LUM-1541,23,Female,Los Angeles,117200.0,4774.42,238.72,20,Makeup,0.14,35,4
LUM-1542,41,Male,Los Angeles,165300.0,6260.42,240.79,26,Skincare,0.26,19,37
LUM-1543,51,Non-Binary,New York,80500.0,3338.35,256.8,13,Bath & Body,0.31,24,16
LUM-1544,18,Female,Dubai,70300.0,2575.45,214.62,12,Bath & Body,0.63,2,59
LUM-1545,27,Female,Los Angeles,129000.0,5393.14,192.61,28,Skincare,0.41,62,49
LUM-1546,42,Female,Milan,98500.0,4045.27,139.49,29,Skincare,0.41,53,47
LUM-1547,33,Male,Tokyo,129900.0,5532.75,115.27,48,Haircare,0.17,7,43
LUM-1548,40,Female,New York,110100.0,3976.27,92.47,43,Skincare,0.29,35,4
LUM-1549,29,Female,Paris,22000.0,1215.63,202.6,6,Haircare,0.46,59,21
LUM-1550,36,Male,Milan,98200.0,3999.86,210.52,19,Haircare,0.1,35,18
LUM-1551,34,Female,Tokyo,95900.0,3874.61,215.26,18,Fragrance,0.13,13,45
LUM-1552,48,Male,Tokyo,89700.0,3839.54,239.97,16,Bath & Body,0.49,37,46
LUM-1553,38,Female,New York,80400.0,3255.82,232.56,14,Bath & Body,0.52,8,27
LUM-1554,39,Female,Tokyo,29300.0,2162.11,240.23,9,Bath & Body,0.13,13,3
LUM-1555,31,Female,New York,115600.0,4557.95,119.95,38,Fragrance,0.35,9,4
LUM-1556,30,Male,Los Angeles,98100.0,3068.25,204.55,15,Haircare,0.54,28,50
LUM-1557,31,Female,London,123600.0,4851.26,179.68,27,Haircare,0.23,4,29
LUM-1558,40,Male,Milan,31100.0,1966.94,122.93,16,Skincare,0.27,94,4
LUM-1559,31,Male,Dubai,102700.0,3817.51,254.5,15,Fragrance,0.26,14,32
LUM-1560,39,Female,London,76800.0,2891.97,241.0,12,Skincare,0.25,8,53
LUM-1561,58,Non-Binary,Milan,90000.0,3397.88,102.97,33,Fragrance,0.38,24,12
LUM-1562,45,Female,New York,77200.0,2879.06,84.68,34,Skincare,0.43,11,21
LUM-1563,32,Female,Milan,104000.0,3996.18,199.81,20,Makeup,0.33,26,44
LUM-1564,49,Female,Los Angeles,79300.0,3548.29,186.75,19,Bath & Body,0.08,14,18
LUM-1565,31,Male,New York,48200.0,2644.9,240.45,11,Bath & Body,0.14,4,15
LUM-1566,18,Female,London,88000.0,2852.72,118.86,24,Haircare,0.3,10,50
LUM-1567,24,Female,Paris,77500.0,3098.96,93.91,33,Makeup,0.3,20,52
LUM-1568,18,Female,Paris,82100.0,3464.31,123.73,28,Bath & Body,0.25,1,58
LUM-1569,32,Female,Milan,22000.0,1330.8,83.18,16,Haircare,0.77,51,10
LUM-1570,36,Female,Paris,108900.0,4881.48,101.7,48,Makeup,0.09,34,58
LUM-1571,54,Male,New York,74000.0,2486.79,226.07,11,Bath & Body,0.1,32,52
LUM-1572,39,Male,Tokyo,37800.0,1046.28,149.47,7,Skincare,0.31,27,33
LUM-1573,33,Female,New York,117300.0,5224.16,149.26,35,Fragrance,0.33,31,47
LUM-1574,45,Non-Binary,Tokyo,107300.0,4481.53,93.37,48,Makeup,0.08,95,27
LUM-1575,18,Female,London,73500.0,2901.09,126.13,23,Haircare,0.14,1,41
LUM-1576,38,Non-Binary,Dubai,44700.0,2115.98,211.6,10,Makeup,0.19,1,23
LUM-1577,44,Female,Tokyo,91200.0,3764.97,188.25,20,Haircare,0.66,7,57
LUM-1578,19,Female,Paris,89300.0,3446.84,202.76,17,Makeup,0.61,6,58
LUM-1579,48,Female,New York,117400.0,4651.53,155.05,30,Haircare,0.19,6,59
LUM-1580,39,Male,London,69500.0,3038.94,132.13,23,Bath & Body,0.55,39,52
LUM-1581,31,Female,Paris,126800.0,5542.66,163.02,34,Skincare,0.17,21,40
LUM-1582,42,Female,London,66100.0,3102.54,134.89,23,Bath & Body,0.24,168,43
LUM-1583,60,Female,Dubai,37900.0,2348.3,213.48,11,Skincare,0.62,9,31
LUM-1584,38,Female,Los Angeles,45400.0,1685.93,129.69,13,Bath & Body,0.03,13,8
LUM-1585,38,Female,New York,82800.0,3293.84,193.76,17,Bath & Body,0.29,145,20
LUM-1586,30,Female,Milan,82700.0,3467.17,101.98,34,Makeup,0.35,62,51
LUM-1587,26,Male,New York,96500.0,3301.17,194.19,17,Fragrance,0.11,22,46
LUM-1588,45,Female,Dubai,81800.0,3717.56,232.35,16,Haircare,0.16,28,37
LUM-1589,26,Male,New York,119200.0,4864.66,180.17,27,Haircare,0.08,64,29
LUM-1590,36,Female,Milan,75900.0,3046.35,179.2,17,Haircare,0.31,22,7
LUM-1591,30,Male,Tokyo,22000.0,1215.0,243.0,5,Skincare,0.37,8,9
LUM-1592,41,Male,London,80800.0,3704.16,185.21,20,Haircare,0.12,61,12
LUM-1593,39,Female,Milan,22000.0,1031.37,128.92,8,Haircare,0.04,27,12
LUM-1594,47,Female,Paris,94500.0,4195.76,131.12,32,Makeup,0.08,5,53
LUM-1595,30,Female,Dubai,122000.0,4694.39,204.1,23,Bath & Body,0.46,24,59
LUM-1596,33,Female,Tokyo,50500.0,2494.3,207.86,12,Haircare,0.07,18,30
LUM-1597,25,Male,Paris,134600.0,5237.03,130.93,40,Fragrance,0.37,73,38
LUM-1598,31,Female,Paris,114500.0,5177.46,139.93,37,Haircare,0.19,4,12
LUM-1599,40,Female,Dubai,127200.0,4685.78,246.62,19,Skincare,0.61,72,52
