Customer_ID,Age,Gender,Annual_Income,City,Transaction_Date,Product_Category,Purchase_Amount,Discount_Rate,Items_Count,Skin_Type,Fashion_Style
CUST-1150,18,Male,45538.99,Paris,2023-02-23,Bath & Body,130.9,0.2,2,Sensitive Glow,Streetwear Glam
CUST-1315,22,Female,74971.33,Milan,2024-02-18,Haircare,83.9,0.0,2,Combination Balance,French Riviera
CUST-1218,30,Male,101509.9,Paris,2024-02-26,Skincare,195.67,0.0,2,Combination Balance,Streetwear Glam
CUST-1737,46,Female,114542.47,Los Angeles,2023-06-18,Bath & Body,90.82,0.0,1,Dry / Dehydrated,Minimalist Chic
CUST-1178,33,Female,32267.26,London,2024-03-02,Haircare,78.07,0.05,4,Oily Clarity,Quiet Luxury
CUST-2136,26,Female,55767.25,Dubai,2023-10-19,Haircare,106.93,0.0,4,Dry / Dehydrated,Old Money Luxe
CUST-1183,33,Female,55207.27,New York,2023-12-21,Fragrance,109.79,0.0,4,Dry / Dehydrated,Quiet Luxury
CUST-1664,40,Female,124313.55,Los Angeles,2023-02-08,Haircare,50.7,0.0,4,Dry / Dehydrated,French Riviera
CUST-1847,25,Female,49783.44,Tokyo,2023-09-14,Skincare,50.4,0.0,1,Mature Luminosity,Minimalist Chic
CUST-2171,21,Female,113541.82,Dubai,2023-04-11,Makeup,41.03,0.1,3,Oily Clarity,Minimalist Chic
CUST-1284,37,Female,107034.81,New York,2023-06-10,Bath & Body,162.04,0.0,1,Combination Balance,Streetwear Glam
CUST-1298,28,Female,104747.28,Paris,2023-10-01,Makeup,39.98,0.0,4,Oily Clarity,French Riviera
CUST-1862,29,Female,95186.12,New York,2024-06-06,Haircare,105.33,0.0,2,Dry / Dehydrated,French Riviera
CUST-1515,18,Male,30599.71,London,2024-03-25,Haircare,173.2,0.1,2,Mature Luminosity,Quiet Luxury
CUST-1400,44,Male,89342.18,Tokyo,2024-02-16,Skincare,43.92,0.2,2,Sensitive Glow,French Riviera
CUST-1013,49,Female,74626.58,Tokyo,2024-02-20,Bath & Body,103.26,0.0,2,Mature Luminosity,Streetwear Glam
CUST-1674,25,Male,97877.37,Tokyo,2023-05-03,Bath & Body,127.86,0.0,3,Oily Clarity,Quiet Luxury
CUST-1278,44,Female,62070.42,New York,2024-01-31,Bath & Body,92.59,0.0,2,Mature Luminosity,Minimalist Chic
CUST-1981,18,Female,126324.3,New York,2024-03-26,Makeup,174.44,0.0,4,Oily Clarity,French Riviera
CUST-1596,28,Female,117393.07,Milan,2023-11-30,Haircare,214.86,0.15,4,Mature Luminosity,Minimalist Chic
CUST-1667,53,Non-Binary,89909.93,Tokyo,2023-12-11,Bath & Body,95.6,0.0,4,Oily Clarity,French Riviera
CUST-1233,40,Female,76306.46,Dubai,2023-06-20,Makeup,66.97,0.0,1,Mature Luminosity,Quiet Luxury
CUST-1368,41,Female,44876.61,Milan,2024-04-12,Fragrance,177.38,0.0,4,Dry / Dehydrated,Streetwear Glam
CUST-1429,24,Female,88225.41,Tokyo,2023-09-26,Bath & Body,122.85,0.0,1,Dry / Dehydrated,Streetwear Glam
CUST-2022,33,Female,61806.54,London,2024-05-09,Bath & Body,140.2,0.0,3,Sensitive Glow,French Riviera
CUST-1315,18,Female,111661.39,Milan,2023-11-05,Haircare,183.52,0.1,3,Oily Clarity,Old Money Luxe
CUST-1919,55,Female,70530.62,Dubai,2023-03-17,Haircare,153.83,0.0,3,Mature Luminosity,Streetwear Glam
CUST-2094,46,Female,117801.01,Dubai,2023-09-10,Haircare,32.62,0.1,3,Mature Luminosity,Old Money Luxe
CUST-1736,26,Female,126941.93,Milan,2024-06-11,Fragrance,171.81,0.05,2,Mature Luminosity,Old Money Luxe
CUST-1223,47,Female,31749.16,Los Angeles,2023-03-06,Makeup,214.16,0.0,1,Combination Balance,Minimalist Chic
CUST-1090,42,Female,52066.27,Dubai,2024-04-07,Haircare,156.78,0.15,2,Combination Balance,Streetwear Glam
CUST-1216,48,Female,139247.68,Paris,2023-03-29,Skincare,52.09,0.05,2,Combination Balance,Minimalist Chic
CUST-2045,31,Female,70991.0,Milan,2023-09-02,Fragrance,136.54,0.0,1,Mature Luminosity,Quiet Luxury
CUST-2178,46,Female,91423.68,London,2023-06-26,Haircare,161.4,0.05,1,Combination Balance,Streetwear Glam
CUST-1948,26,Female,35803.51,Los Angeles,2023-10-24,Fragrance,137.34,0.0,2,Mature Luminosity,Minimalist Chic
CUST-1706,57,Female,99848.24,Paris,2023-06-17,Haircare,74.59,0.0,2,Dry / Dehydrated,French Riviera
CUST-1851,25,Female,77823.7,Paris,2023-06-02,Skincare,75.53,0.0,1,Sensitive Glow,French Riviera
CUST-1638,28,Female,80726.87,New York,2023-08-09,Haircare,173.72,0.15,2,Sensitive Glow,Quiet Luxury
CUST-1989,47,Male,64031.35,New York,2024-03-14,Haircare,127.22,0.0,2,Dry / Dehydrated,Streetwear Glam
CUST-1926,40,Female,125295.65,New York,2023-02-17,Skincare,51.54,0.05,2,Combination Balance,Old Money Luxe
CUST-1235,41,Female,93734.15,Paris,2023-11-25,Bath & Body,150.49,0.0,1,Dry / Dehydrated,Minimalist Chic
CUST-1499,48,Female,99960.57,Dubai,2024-01-23,Makeup,104.54,0.0,2,Mature Luminosity,Minimalist Chic
CUST-1677,38,Female,26781.75,Dubai,2024-06-08,Haircare,169.47,0.1,3,Oily Clarity,Minimalist Chic
CUST-1829,44,Female,54159.1,Milan,2024-05-10,Makeup,153.72,0.0,3,Sensitive Glow,Streetwear Glam
CUST-1810,18,Female,48534.74,Paris,2024-05-01,Fragrance,220.6,0.15,3,Sensitive Glow,Streetwear Glam
CUST-1879,33,Female,36491.56,Tokyo,2023-03-30,Skincare,50.31,0.15,3,Sensitive Glow,Minimalist Chic
CUST-1570,27,Female,71136.53,Los Angeles,2023-04-09,Skincare,216.31,0.1,3,Mature Luminosity,Old Money Luxe
CUST-2099,21,Female,107256.53,London,2024-04-11,Bath & Body,158.21,0.0,3,Combination Balance,Minimalist Chic
CUST-1937,36,Female,88343.65,Paris,2024-06-02,Bath & Body,175.94,0.0,3,Oily Clarity,Quiet Luxury
CUST-1641,24,Female,78862.1,Dubai,2024-05-14,Haircare,125.52,0.0,3,Mature Luminosity,Streetwear Glam
CUST-1233,39,Female,77101.46,New York,2023-08-03,Bath & Body,135.63,0.0,2,Oily Clarity,Quiet Luxury
CUST-1353,36,Male,65141.82,Los Angeles,2024-06-21,Bath & Body,112.41,0.05,3,Mature Luminosity,Quiet Luxury
CUST-1173,28,Female,70640.09,Milan,2023-08-10,Makeup,78.41,0.05,3,Combination Balance,Old Money Luxe
CUST-1488,30,Male,65186.44,New York,2023-07-10,Skincare,154.61,0.1,3,Sensitive Glow,French Riviera
CUST-1289,44,Female,112166.59,Dubai,2024-04-08,Haircare,49.86,0.15,1,Oily Clarity,Quiet Luxury
CUST-1282,42,Male,47011.35,Dubai,2024-04-28,Haircare,100.32,0.1,1,Oily Clarity,Minimalist Chic
CUST-1996,29,Female,26619.24,Milan,2024-02-19,Fragrance,81.74,0.1,1,Sensitive Glow,Quiet Luxury
CUST-1341,18,Female,55476.12,Tokyo,2024-05-12,Bath & Body,98.81,0.05,2,Sensitive Glow,Minimalist Chic
CUST-1644,32,Female,79682.39,Los Angeles,2023-12-27,Haircare,50.73,0.0,3,Mature Luminosity,Old Money Luxe
CUST-1735,39,Female,76503.42,Paris,2023-01-01,Haircare,137.38,0.2,4,Sensitive Glow,Minimalist Chic
CUST-1786,33,Female,33145.36,Dubai,2023-01-14,Fragrance,101.52,0.0,3,Oily Clarity,Streetwear Glam
CUST-2007,28,Non-Binary,70463.77,Tokyo,2023-04-04,Haircare,114.68,0.05,4,Oily Clarity,Minimalist Chic
CUST-1169,45,Female,65451.69,Dubai,2023-09-30,Skincare,145.51,0.05,1,Sensitive Glow,French Riviera
CUST-1066,27,Female,105492.77,New York,2023-11-21,Makeup,159.8,0.0,1,Mature Luminosity,French Riviera
CUST-1344,24,Female,141203.6,Los Angeles,2024-03-14,Haircare,154.78,0.0,2,Mature Luminosity,Streetwear Glam
CUST-2125,60,Male,89869.46,Dubai,2023-04-07,Skincare,138.41,0.1,3,Mature Luminosity,Old Money Luxe
CUST-1548,21,Female,55144.58,Los Angeles,2023-04-15,Fragrance,126.38,0.1,2,Combination Balance,Quiet Luxury
CUST-1085,29,Female,94066.74,Los Angeles,2023-01-13,Haircare,79.26,0.0,1,Mature Luminosity,Minimalist Chic
CUST-1870,48,Female,66693.56,Paris,2023-07-01,Makeup,168.04,0.15,2,Combination Balance,Old Money Luxe
CUST-1921,37,Female,69689.28,New York,2023-05-26,Bath & Body,195.21,0.2,4,Dry / Dehydrated,Streetwear Glam
CUST-1240,23,Non-Binary,95582.0,Los Angeles,2024-04-18,Makeup,131.29,0.15,3,Sensitive Glow,Quiet Luxury
CUST-1718,32,Female,91617.57,Los Angeles,2024-02-15,Fragrance,92.35,0.0,4,Oily Clarity,Minimalist Chic
CUST-1285,21,Female,55253.81,Los Angeles,2023-10-13,Makeup,131.77,0.0,3,Sensitive Glow,Old Money Luxe
CUST-2167,18,Female,81598.2,New York,2023-04-22,Fragrance,204.58,0.1,2,Combination Balance,Quiet Luxury
CUST-2103,41,Female,86484.76,London,2024-04-26,Bath & Body,131.65,0.0,1,Combination Balance,French Riviera
CUST-2172,36,Male,87125.03,New York,2023-11-17,Fragrance,96.61,0.05,1,Dry / Dehydrated,Minimalist Chic
CUST-1842,37,Non-Binary,64689.65,Paris,2023-03-06,Bath & Body,132.86,0.0,4,Sensitive Glow,Minimalist Chic
CUST-1511,29,Male,66460.3,London,2023-11-23,Bath & Body,120.09,0.1,3,Sensitive Glow,Streetwear Glam
CUST-2002,28,Female,114498.5,London,2024-04-29,Fragrance,202.1,0.0,1,Combination Balance,Streetwear Glam
CUST-1768,39,Male,49734.47,Tokyo,2024-05-15,Skincare,208.05,0.05,3,Dry / Dehydrated,Streetwear Glam
CUST-2055,25,Female,91609.69,Milan,2023-08-07,Bath & Body,86.03,0.2,1,Combination Balance,Streetwear Glam
CUST-1999,23,Male,85086.72,New York,2023-11-30,Fragrance,92.53,0.0,3,Dry / Dehydrated,Old Money Luxe
CUST-1938,38,Female,107512.35,Milan,2024-05-29,Bath & Body,80.81,0.05,3,Dry / Dehydrated,Quiet Luxury
CUST-1814,53,Male,86776.83,London,2023-09-27,Haircare,130.92,0.1,1,Sensitive Glow,Streetwear Glam
CUST-1549,33,Female,91807.53,New York,2023-07-28,Bath & Body,146.87,0.05,4,Combination Balance,Quiet Luxury
CUST-2183,41,Female,76809.09,London,2023-02-25,Fragrance,130.73,0.05,4,Oily Clarity,French Riviera
CUST-1099,48,Female,79039.11,Paris,2023-05-10,Skincare,75.58,0.0,2,Oily Clarity,Old Money Luxe
CUST-1254,38,Female,20000.0,Los Angeles,2024-05-26,Makeup,145.68,0.0,4,Oily Clarity,Streetwear Glam
CUST-1001,28,Female,71217.52,Tokyo,2023-12-10,Makeup,50.21,0.0,1,Sensitive Glow,French Riviera
CUST-1325,37,Female,61595.7,Los Angeles,2023-12-18,Bath & Body,106.8,0.15,2,Dry / Dehydrated,French Riviera
CUST-1512,28,Female,56788.46,Paris,2023-10-01,Bath & Body,135.98,0.15,4,Sensitive Glow,Old Money Luxe
CUST-1811,48,Female,95164.55,Milan,2024-03-08,Bath & Body,39.43,0.0,2,Sensitive Glow,Streetwear Glam
CUST-1186,32,Female,70613.78,Milan,2023-03-20,Skincare,203.58,0.0,1,Dry / Dehydrated,Minimalist Chic
CUST-1976,49,Female,85207.61,Paris,2023-06-03,Makeup,104.47,0.0,2,Mature Luminosity,Minimalist Chic
CUST-2063,31,Female,88407.27,Milan,2023-06-26,Haircare,15.0,0.15,1,Dry / Dehydrated,Old Money Luxe
CUST-1703,30,Female,96638.96,Los Angeles,2023-11-04,Skincare,152.88,0.1,4,Oily Clarity,Minimalist Chic
CUST-1978,18,Male,101228.14,Paris,2024-06-20,Makeup,91.67,0.1,1,Oily Clarity,Old Money Luxe
CUST-1209,32,Female,61141.55,Paris,2023-05-14,Bath & Body,217.0,0.1,4,Combination Balance,French Riviera
CUST-1280,37,Female,56580.75,Tokyo,2023-05-01,Makeup,49.24,0.0,2,Sensitive Glow,Old Money Luxe
CUST-2086,34,Female,52896.04,Dubai,2023-10-09,Skincare,15.0,0.15,4,Mature Luminosity,Minimalist Chic
CUST-1901,25,Female,72492.26,New York,2023-09-11,Makeup,118.48,0.0,1,Sensitive Glow,Streetwear Glam
CUST-1906,30,Female,91261.5,Los Angeles,2023-09-25,Makeup,141.7,0.15,3,Dry / Dehydrated,Old Money Luxe
CUST-1286,29,Female,102358.49,Los Angeles,2023-07-11,Skincare,140.11,0.05,1,Mature Luminosity,Streetwear Glam
CUST-1719,30,Female,35859.39,Tokyo,2023-01-19,Bath & Body,171.3,0.0,4,Sensitive Glow,Minimalist Chic
CUST-1567,37,Female,85704.66,Milan,2023-10-20,Skincare,106.0,0.0,3,Sensitive Glow,Quiet Luxury
CUST-1583,19,Female,64198.91,Los Angeles,2023-05-29,Skincare,83.63,0.05,4,Combination Balance,Minimalist Chic
CUST-2060,36,Male,79891.85,Dubai,2023-12-30,Fragrance,76.06,0.0,2,Sensitive Glow,Streetwear Glam
CUST-1605,42,Female,107857.38,Milan,2024-05-30,Skincare,126.58,0.0,3,Sensitive Glow,Streetwear Glam
CUST-1790,42,Female,100296.18,Paris,2023-03-22,Makeup,129.23,0.0,4,Oily Clarity,Quiet Luxury
CUST-1145,40,Female,61317.91,Dubai,2023-01-02,Skincare,69.58,0.0,1,Combination Balance,French Riviera
CUST-1270,34,Female,22947.53,Tokyo,2024-04-04,Fragrance,147.66,0.0,1,Oily Clarity,French Riviera
CUST-2118,26,Female,85723.01,Milan,2023-11-02,Makeup,150.54,0.1,4,Oily Clarity,Old Money Luxe
CUST-1034,29,Female,96540.87,Dubai,2023-03-27,Skincare,170.45,0.1,1,Dry / Dehydrated,French Riviera
CUST-1441,22,Female,116084.45,Paris,2023-04-30,Skincare,138.03,0.0,2,Oily Clarity,Quiet Luxury
CUST-1586,55,Non-Binary,84427.3,Milan,2023-12-18,Fragrance,115.0,0.0,4,Oily Clarity,Streetwear Glam
CUST-1823,18,Male,66950.19,Paris,2024-06-27,Fragrance,94.61,0.1,2,Mature Luminosity,Quiet Luxury
CUST-1312,46,Non-Binary,70814.39,New York,2024-03-30,Skincare,47.9,0.0,3,Combination Balance,Old Money Luxe
CUST-2047,18,Female,62979.16,London,2024-03-10,Makeup,154.81,0.0,2,Mature Luminosity,French Riviera
CUST-1800,18,Female,94589.74,Dubai,2023-12-09,Skincare,86.07,0.0,2,Combination Balance,Streetwear Glam
CUST-1488,28,Male,82013.31,Paris,2023-02-11,Makeup,170.8,0.1,4,Dry / Dehydrated,Streetwear Glam
CUST-1237,20,Female,20000.0,Tokyo,2024-06-29,Fragrance,79.53,0.0,4,Mature Luminosity,Old Money Luxe
CUST-1633,41,Female,96840.71,Milan,2023-07-01,Makeup,118.48,0.05,2,Dry / Dehydrated,Old Money Luxe
CUST-1281,41,Female,64622.49,Milan,2023-04-18,Skincare,155.04,0.0,3,Sensitive Glow,Streetwear Glam
CUST-1710,60,Non-Binary,109251.09,Dubai,2023-10-09,Fragrance,38.36,0.0,1,Combination Balance,Minimalist Chic
CUST-1761,29,Male,72726.8,London,2024-05-31,Bath & Body,158.71,0.0,1,Dry / Dehydrated,Old Money Luxe
CUST-1686,38,Female,50615.49,Los Angeles,2023-12-28,Haircare,166.8,0.0,3,Combination Balance,Quiet Luxury
CUST-1130,22,Female,116964.4,New York,2023-01-11,Fragrance,165.49,0.0,2,Dry / Dehydrated,Streetwear Glam
CUST-1932,18,Female,34472.01,Dubai,2024-04-05,Bath & Body,103.71,0.0,3,Dry / Dehydrated,Streetwear Glam
CUST-2160,38,Female,57545.01,London,2023-10-27,Bath & Body,203.93,0.0,1,Sensitive Glow,French Riviera
CUST-1210,18,Female,76987.62,Dubai,2023-10-11,Skincare,123.27,0.0,4,Sensitive Glow,Quiet Luxury
CUST-1005,21,Male,110512.61,Paris,2023-04-15,Skincare,114.33,0.0,4,Sensitive Glow,Old Money Luxe
CUST-1966,34,Male,91234.12,New York,2023-07-01,Haircare,160.56,0.0,3,Sensitive Glow,Minimalist Chic
CUST-1072,45,Female,97154.78,Dubai,2024-06-04,Haircare,116.87,0.1,3,Sensitive Glow,French Riviera
CUST-1508,34,Male,58093.97,Tokyo,2024-02-29,Bath & Body,65.28,0.1,4,Combination Balance,Old Money Luxe
CUST-2170,23,Female,50051.12,New York,2024-01-03,Skincare,75.88,0.05,1,Mature Luminosity,Old Money Luxe
CUST-1367,18,Non-Binary,80577.19,London,2024-03-21,Fragrance,172.81,0.05,2,Dry / Dehydrated,Streetwear Glam
CUST-1141,48,Female,57977.93,Tokyo,2023-09-04,Bath & Body,126.81,0.0,4,Combination Balance,French Riviera
CUST-1176,18,Male,116551.92,Dubai,2024-01-15,Haircare,122.64,0.0,3,Dry / Dehydrated,French Riviera
CUST-1410,49,Female,82426.39,New York,2024-02-24,Fragrance,154.67,0.0,2,Combination Balance,Quiet Luxury
CUST-1496,31,Male,94775.75,Tokyo,2023-11-07,Bath & Body,140.57,0.2,4,Mature Luminosity,Streetwear Glam
CUST-1400,38,Female,84480.39,Milan,2024-06-11,Fragrance,92.62,0.0,3,Sensitive Glow,Minimalist Chic
CUST-1013,27,Female,68283.86,Tokyo,2023-02-14,Skincare,28.18,0.15,2,Sensitive Glow,Quiet Luxury
CUST-1709,28,Female,56973.75,Milan,2023-04-27,Skincare,112.36,0.0,4,Combination Balance,Old Money Luxe
CUST-1770,47,Female,70615.54,Los Angeles,2023-10-24,Bath & Body,144.58,0.2,2,Dry / Dehydrated,Minimalist Chic
CUST-2085,31,Female,99391.96,London,2023-02-18,Haircare,71.39,0.0,1,Oily Clarity,Old Money Luxe
CUST-1291,41,Female,63031.04,Milan,2023-10-23,Bath & Body,137.97,0.0,1,Dry / Dehydrated,Old Money Luxe
CUST-1474,30,Female,98412.6,Los Angeles,2023-03-12,Fragrance,34.59,0.0,2,Oily Clarity,French Riviera
CUST-1938,58,Female,91929.54,Milan,2024-01-07,Skincare,129.13,0.2,3,Mature Luminosity,Old Money Luxe
CUST-2035,34,Female,47744.79,London,2023-08-25,Haircare,70.72,0.0,1,Dry / Dehydrated,Quiet Luxury
CUST-2162,22,Female,55155.34,Paris,2023-08-25,Haircare,127.47,0.0,3,Sensitive Glow,Minimalist Chic
CUST-1597,23,Female,46848.65,New York,2023-07-17,Bath & Body,107.18,0.2,3,Oily Clarity,French Riviera
CUST-1651,26,Female,96173.66,Tokyo,2023-10-02,Bath & Body,127.33,0.0,2,Sensitive Glow,Old Money Luxe
CUST-1415,32,Male,88958.41,London,2024-04-10,Fragrance,212.83,0.1,3,Dry / Dehydrated,Minimalist Chic
CUST-1216,27,Female,124708.35,London,2024-01-23,Haircare,234.02,0.0,1,Oily Clarity,French Riviera
CUST-1832,31,Non-Binary,104462.82,Paris,2023-05-26,Fragrance,51.33,0.05,2,Combination Balance,Minimalist Chic
CUST-1925,37,Female,53930.08,New York,2023-10-06,Haircare,139.31,0.15,3,Combination Balance,Old Money Luxe
CUST-1185,23,Female,27244.7,London,2023-07-30,Bath & Body,115.76,0.1,2,Mature Luminosity,Old Money Luxe
CUST-1440,47,Female,52489.27,Los Angeles,2023-02-16,Bath & Body,149.61,0.1,2,Sensitive Glow,Old Money Luxe
CUST-1508,27,Female,63259.88,New York,2024-06-13,Haircare,180.86,0.0,4,Mature Luminosity,Old Money Luxe
CUST-1612,32,Female,65999.21,New York,2023-06-11,Makeup,146.21,0.0,3,Dry / Dehydrated,Streetwear Glam
CUST-1926,31,Female,52805.76,Dubai,2023-06-28,Fragrance,169.88,0.0,3,Sensitive Glow,Old Money Luxe
CUST-1946,29,Non-Binary,56240.97,Paris,2024-02-13,Makeup,57.69,0.15,4,Dry / Dehydrated,Old Money Luxe
CUST-1126,28,Male,66238.86,Los Angeles,2023-03-09,Makeup,91.25,0.0,3,Sensitive Glow,Minimalist Chic
CUST-1820,28,Male,85315.77,New York,2023-05-13,Skincare,89.88,0.0,2,Mature Luminosity,Quiet Luxury
CUST-1530,47,Female,76918.36,Los Angeles,2023-11-14,Skincare,230.54,0.1,3,Dry / Dehydrated,Old Money Luxe
CUST-1404,35,Female,66146.18,Milan,2024-05-12,Haircare,172.03,0.0,2,Sensitive Glow,Old Money Luxe
CUST-1679,23,Female,92081.51,Paris,2023-03-15,Skincare,113.05,0.0,2,Oily Clarity,Old Money Luxe
CUST-1344,44,Female,74267.47,Dubai,2024-01-11,Haircare,81.61,0.0,1,Oily Clarity,Streetwear Glam
CUST-1060,34,Male,62811.2,Tokyo,2023-10-04,Haircare,165.46,0.1,1,Sensitive Glow,French Riviera
CUST-1439,24,Female,59249.38,London,2024-04-23,Bath & Body,156.6,0.0,2,Combination Balance,Streetwear Glam
CUST-1304,23,Female,71447.21,Paris,2023-06-29,Fragrance,65.33,0.0,1,Mature Luminosity,Quiet Luxury
CUST-1503,36,Female,80594.68,Milan,2024-03-14,Bath & Body,110.1,0.0,3,Oily Clarity,Streetwear Glam
CUST-2127,43,Male,137471.68,Tokyo,2023-06-22,Skincare,15.0,0.0,4,Dry / Dehydrated,French Riviera
CUST-1784,22,Female,78262.89,London,2023-07-03,Haircare,34.57,0.1,1,Sensitive Glow,Quiet Luxury
CUST-1510,27,Female,118684.41,Milan,2024-03-22,Fragrance,117.62,0.0,2,Dry / Dehydrated,Streetwear Glam
CUST-1735,27,Female,46156.68,Tokyo,2024-01-30,Fragrance,77.74,0.0,3,Oily Clarity,French Riviera
CUST-2158,41,Female,37554.66,Dubai,2024-01-04,Bath & Body,150.23,0.05,3,Oily Clarity,French Riviera
CUST-1368,29,Male,121474.44,Paris,2023-05-13,Bath & Body,169.11,0.0,3,Mature Luminosity,Minimalist Chic
CUST-1060,25,Female,80581.77,Los Angeles,2023-10-27,Bath & Body,32.89,0.05,2,Dry / Dehydrated,Streetwear Glam
CUST-2084,26,Male,20000.0,New York,2023-04-02,Fragrance,222.1,0.0,3,Sensitive Glow,Minimalist Chic
CUST-1205,36,Male,102701.07,London,2023-08-12,Makeup,99.69,0.0,3,Combination Balance,Quiet Luxury
CUST-1114,25,Female,83108.51,Los Angeles,2023-06-28,Makeup,93.36,0.0,1,Mature Luminosity,Streetwear Glam
CUST-1726,46,Female,70459.09,Los Angeles,2024-02-15,Makeup,202.86,0.2,3,Sensitive Glow,Minimalist Chic
CUST-1651,43,Female,31514.95,Los Angeles,2023-04-21,Bath & Body,67.38,0.0,4,Mature Luminosity,Old Money Luxe
CUST-1720,23,Female,83714.88,Dubai,2023-07-29,Fragrance,113.74,0.0,3,Sensitive Glow,Quiet Luxury
CUST-1385,40,Female,105088.41,Los Angeles,2023-07-07,Haircare,137.16,0.15,2,Mature Luminosity,French Riviera
CUST-1359,38,Male,71010.87,Tokyo,2023-08-06,Skincare,151.99,0.2,1,Dry / Dehydrated,Old Money Luxe
CUST-1476,29,Female,106385.09,Dubai,2023-09-18,Makeup,167.29,0.0,4,Dry / Dehydrated,Quiet Luxury
CUST-1978,28,Female,77720.09,Paris,2023-07-27,Bath & Body,170.07,0.15,4,Mature Luminosity,Minimalist Chic
CUST-1267,34,Female,80667.11,New York,2023-12-24,Makeup,91.92,0.1,2,Combination Balance,Old Money Luxe
CUST-1044,28,Male,87503.58,London,2024-03-23,Fragrance,52.15,0.0,3,Sensitive Glow,Old Money Luxe
CUST-2077,34,Female,136605.31,Los Angeles,2023-09-28,Bath & Body,136.34,0.05,1,Dry / Dehydrated,French Riviera
CUST-1810,40,Female,98069.63,Dubai,2024-02-11,Skincare,107.95,0.0,3,Combination Balance,French Riviera
CUST-1660,34,Female,76806.55,London,2023-01-14,Makeup,66.73,0.0,3,Oily Clarity,Streetwear Glam
CUST-1649,18,Non-Binary,83525.96,London,2023-08-09,Fragrance,38.44,0.1,4,Mature Luminosity,French Riviera
CUST-1457,27,Female,60499.59,Milan,2024-06-20,Fragrance,62.18,0.0,2,Sensitive Glow,Streetwear Glam
CUST-1628,25,Male,79907.23,Milan,2023-11-10,Bath & Body,15.0,0.0,2,Sensitive Glow,Minimalist Chic
CUST-1003,33,Female,92679.65,Milan,2024-02-08,Fragrance,168.96,0.1,4,Oily Clarity,Quiet Luxury
CUST-1066,40,Male,40790.92,London,2023-04-15,Fragrance,129.97,0.0,2,Combination Balance,Quiet Luxury
CUST-1452,31,Female,53871.15,Milan,2024-03-24,Fragrance,147.67,0.0,4,Dry / Dehydrated,Streetwear Glam
CUST-1288,25,Female,58985.28,New York,2023-04-25,Skincare,79.01,0.15,3,Sensitive Glow,French Riviera
CUST-1654,40,Male,71033.16,London,2024-06-21,Skincare,182.62,0.0,1,Combination Balance,Streetwear Glam
CUST-1023,18,Female,88600.95,New York,2023-01-01,Makeup,215.58,0.0,1,Sensitive Glow,Old Money Luxe
CUST-1717,36,Female,95862.32,New York,2023-11-21,Skincare,28.07,0.05,3,Dry / Dehydrated,Old Money Luxe
CUST-1790,35,Female,52554.25,Tokyo,2023-03-07,Haircare,95.61,0.05,2,Sensitive Glow,Streetwear Glam
CUST-2009,42,Female,100847.27,Tokyo,2023-12-02,Bath & Body,193.35,0.0,2,Mature Luminosity,Streetwear Glam
CUST-1207,29,Female,47807.95,Los Angeles,2023-02-28,Haircare,67.42,0.0,2,Mature Luminosity,Minimalist Chic
CUST-1333,26,Female,63231.91,Tokyo,2023-10-24,Skincare,102.5,0.15,2,Dry / Dehydrated,French Riviera
CUST-1041,29,Male,94156.07,New York,2024-01-24,Bath & Body,67.99,0.0,3,Dry / Dehydrated,Old Money Luxe
CUST-1700,51,Male,78304.66,London,2023-04-10,Haircare,114.26,0.1,1,Sensitive Glow,Old Money Luxe
CUST-2120,27,Male,49882.57,Paris,2023-03-23,Bath & Body,171.53,0.05,4,Mature Luminosity,Quiet Luxury
CUST-1988,25,Female,70811.07,Milan,2023-09-12,Skincare,129.47,0.0,2,Oily Clarity,Minimalist Chic
CUST-1889,30,Female,56255.58,London,2023-08-24,Skincare,64.41,0.0,2,Dry / Dehydrated,French Riviera
CUST-1420,39,Female,76840.41,London,2023-07-23,Haircare,113.12,0.05,2,Mature Luminosity,Quiet Luxury
CUST-1543,25,Male,54707.97,Milan,2024-06-20,Bath & Body,109.97,0.0,4,Combination Balance,Minimalist Chic
CUST-1196,23,Female,85108.39,Paris,2023-05-10,Haircare,74.39,0.1,3,Mature Luminosity,Quiet Luxury
CUST-2005,30,Female,26642.33,London,2023-06-11,Skincare,127.94,0.2,3,Combination Balance,Old Money Luxe
CUST-1875,25,Female,70075.23,Paris,2024-05-29,Bath & Body,89.46,0.05,1,Mature Luminosity,Streetwear Glam
CUST-1408,29,Female,107281.85,Paris,2024-04-28,Skincare,141.09,0.15,1,Sensitive Glow,Minimalist Chic
CUST-1597,45,Female,45903.56,Paris,2023-10-05,Haircare,211.58,0.0,4,Dry / Dehydrated,French Riviera
CUST-1814,18,Female,58615.56,Tokyo,2023-11-25,Haircare,140.92,0.15,3,Combination Balance,Old Money Luxe
CUST-2114,20,Female,98491.86,Tokyo,2023-11-24,Makeup,182.15,0.0,4,Combination Balance,Streetwear Glam
CUST-1756,33,Female,87975.9,London,2023-06-16,Haircare,170.91,0.0,1,Dry / Dehydrated,French Riviera
CUST-1900,18,Female,46122.77,Tokyo,2023-10-09,Bath & Body,99.0,0.0,2,Sensitive Glow,French Riviera
CUST-2155,25,Female,76506.44,Paris,2024-02-26,Makeup,105.61,0.15,1,Dry / Dehydrated,Old Money Luxe
CUST-1704,33,Female,94856.42,Los Angeles,2023-07-05,Fragrance,193.34,0.0,2,Oily Clarity,Quiet Luxury
