Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Total_Spending,Average_Order_Value,Max_Single_Spend,Total_Items_Count,Discount_Usage_Rate,Preferred_Category,Days_Since_Last_Purchase,Customer_Lifetime_Days,Monthly_Purchase_Rate
CUST-1235,53,Male,Chicago,69560.4,19,2892.0,152.21,427.0,50,0.0553,Makeup,1,1092,0.52
CUST-1236,31,Non-Binary,Miami,61180.75,20,2746.0,137.3,350.0,45,0.08,Bath & Body,1,1093,0.55
CUST-1237,41,Non-Binary,Miami,112394.47,17,2813.0,165.47,337.0,46,0.0618,Skincare,1,1093,0.47
CUST-1238,19,Male,San Francisco,74168.15,29,5542.0,191.1,427.0,73,0.0552,Skincare,2,1092,0.8
CUST-1239,48,Female,New York,87768.42,19,2815.0,148.16,304.0,53,0.0842,Skincare,1,1092,0.52
CUST-1240,38,Male,Seattle,26584.53,16,2741.0,171.31,427.0,41,0.05,Haircare,359,734,0.65
CUST-1241,38,Female,Houston,51559.56,21,3432.0,163.43,340.0,53,0.081,Haircare,2,1092,0.58
CUST-1242,48,Female,Los Angeles,73860.28,26,3545.0,136.35,359.0,55,0.0558,Skincare,357,737,1.06
CUST-1243,40,Female,Dallas,44726.14,24,3603.0,150.12,427.0,67,0.0562,Haircare,357,737,0.98
CUST-1244,38,Male,Seattle,62090.18,29,4169.0,143.76,340.0,83,0.0448,Skincare,2,1089,0.8
CUST-1245,60,Male,Houston,42676.64,26,4071.0,156.58,427.0,73,0.0712,Skincare,1,1093,0.71
CUST-1246,64,Female,Chicago,35222.54,25,3543.0,141.72,427.0,57,0.078,Bath & Body,1,1092,0.69
CUST-1247,54,Female,Miami,74944.45,19,2679.0,141.0,365.0,42,0.0553,Fragrance,1,1089,0.52
CUST-1248,54,Female,New York,79261.01,17,2144.0,126.12,427.0,47,0.0735,Skincare,1,1092,0.47
CUST-1249,43,Female,Dallas,57035.07,23,2829.0,123.0,346.0,55,0.0478,Skincare,1,1093,0.63
CUST-1250,40,Female,Chicago,66245.13,17,3947.0,232.18,427.0,43,0.0676,Bath & Body,1,1093,0.47
CUST-1251,24,Non-Binary,Miami,79505.8,11,2138.0,194.36,412.0,22,0.0364,Skincare,2,1089,0.3
CUST-1252,39,Female,Seattle,74182.81,26,3166.0,121.77,313.0,69,0.0596,Fragrance,1,1090,0.72
CUST-1253,60,Female,Houston,44683.86,25,4345.0,173.8,427.0,62,0.062,Bath & Body,1,1093,0.69
CUST-1254,46,Female,Houston,80897.1,24,3866.0,161.08,427.0,63,0.0687,Bath & Body,1,1093,0.66
CUST-1255,50,Male,Miami,72986.99,23,3412.0,148.35,427.0,59,0.0783,Haircare,1,1089,0.63
CUST-1256,58,Female,Houston,47756.97,26,3480.0,133.85,427.0,59,0.0673,Skincare,1,1092,0.71
CUST-1257,20,Female,Miami,71545.29,23,4299.0,186.91,427.0,54,0.05,Fragrance,356,737,0.94
CUST-1258,36,Female,Dallas,85151.14,32,5495.0,171.72,380.0,81,0.0688,Bath & Body,2,1090,0.88
CUST-1259,23,Female,San Francisco,71694.39,20,3161.0,158.05,427.0,46,0.0675,Fragrance,356,734,0.82
CUST-1260,18,Male,Houston,63645.12,19,3149.0,165.74,427.0,50,0.0553,Bath & Body,1,1091,0.52
CUST-1261,29,Female,Los Angeles,48257.34,27,5088.0,188.44,427.0,51,0.0815,Haircare,1,1091,0.74
CUST-1262,64,Female,Los Angeles,72800.44,23,3412.0,148.35,284.0,54,0.0413,Haircare,1,1090,0.63
CUST-1263,19,Female,Houston,68532.58,20,3089.0,154.45,305.0,51,0.1125,Fragrance,356,736,0.82
CUST-1264,51,Non-Binary,Los Angeles,33944.79,24,3708.0,154.5,427.0,48,0.0667,Skincare,1,1088,0.66
CUST-1265,47,Female,New York,27903.64,25,3642.0,145.68,427.0,60,0.062,Makeup,1,1093,0.69
CUST-1266,18,Female,Chicago,60712.53,18,2495.0,138.61,427.0,41,0.0611,Makeup,356,732,0.74
CUST-1267,43,Female,Chicago,88917.16,23,2991.0,130.04,410.0,61,0.0913,Bath & Body,1,1092,0.63
CUST-1268,51,Female,Seattle,83393.57,25,3850.0,154.0,329.0,57,0.08,Makeup,1,1093,0.69
CUST-1269,26,Female,New York,67067.92,34,4103.0,120.68,334.0,92,0.0735,Bath & Body,1,1093,0.93
CUST-1270,62,Male,New York,71268.75,29,5324.0,183.59,427.0,80,0.0983,Makeup,2,1092,0.8
CUST-1271,42,Female,Chicago,52971.15,23,3331.0,144.83,340.0,65,0.0717,Bath & Body,1,1093,0.63
CUST-1272,54,Female,Dallas,50995.6,30,5583.0,186.1,427.0,76,0.0617,Bath & Body,1,1093,0.82
CUST-1273,38,Female,Dallas,90873.37,24,3636.0,151.5,427.0,67,0.0542,Bath & Body,1,1091,0.66
CUST-1274,23,Female,Dallas,66970.13,21,3543.0,168.71,412.0,56,0.0595,Fragrance,2,1091,0.58
CUST-1275,26,Non-Binary,Dallas,80466.12,22,3649.0,165.86,427.0,60,0.0705,Bath & Body,2,1092,0.6
CUST-1276,35,Female,Houston,64684.39,27,4885.0,180.93,366.0,67,0.063,Bath & Body,1,1093,0.74
CUST-1277,58,Female,San Francisco,88179.0,25,4711.0,188.44,427.0,51,0.054,Bath & Body,1,1090,0.69
CUST-1278,34,Female,Seattle,82713.24,19,2717.0,143.0,427.0,50,0.0605,Fragrance,1,1093,0.52
CUST-1279,34,Female,Chicago,86947.34,22,3255.0,147.95,427.0,54,0.0659,Haircare,1,1093,0.6
CUST-1280,24,Male,Dallas,28260.58,20,3337.0,166.85,303.0,41,0.09,Fragrance,2,1090,0.55
CUST-1281,41,Female,Miami,68537.39,18,2895.0,160.83,427.0,48,0.0861,Fragrance,1,1092,0.49
CUST-1282,28,Male,Chicago,92710.31,24,4781.0,199.21,427.0,55,0.0562,Haircare,1,1093,0.66
CUST-1283,56,Male,San Francisco,45161.14,18,2653.0,147.39,427.0,45,0.0583,Bath & Body,1,1089,0.5
CUST-1284,57,Female,Houston,90210.28,23,3433.0,149.26,427.0,64,0.1022,Haircare,2,1092,0.63
CUST-1285,60,Non-Binary,Dallas,64206.95,17,2794.0,164.35,328.0,43,0.0618,Bath & Body,356,738,0.69
CUST-1286,55,Female,New York,110051.23,19,2977.0,156.68,427.0,45,0.0474,Skincare,359,732,0.78
CUST-1287,39,Female,San Francisco,39915.73,21,3645.0,173.57,427.0,44,0.0429,Fragrance,1,1091,0.58
CUST-1288,22,Non-Binary,Los Angeles,108427.08,22,3546.0,161.18,427.0,50,0.0705,Skincare,1,1093,0.6
CUST-1289,39,Female,Houston,35477.15,18,2505.0,139.17,269.0,49,0.0583,Bath & Body,1,1089,0.5
CUST-1290,23,Female,Chicago,122135.23,18,3237.0,179.83,427.0,54,0.0583,Fragrance,2,1088,0.5
CUST-1291,24,Male,Seattle,90757.23,17,2526.0,148.59,427.0,37,0.0618,Fragrance,356,738,0.69
CUST-1292,43,Female,Dallas,87496.63,33,4530.0,137.27,331.0,85,0.0788,Fragrance,1,1092,0.91
CUST-1293,33,Female,Dallas,53458.4,22,3405.0,154.77,358.0,51,0.0659,Haircare,2,1092,0.6
CUST-1294,39,Male,Los Angeles,48989.73,21,3138.0,149.43,321.0,42,0.1,Haircare,1,1089,0.58
CUST-1295,61,Female,New York,70857.46,21,3000.0,142.86,427.0,46,0.0452,Makeup,1,1093,0.58
CUST-1296,41,Male,Chicago,73493.58,14,1887.0,134.79,324.0,30,0.0429,Fragrance,1,1093,0.38
CUST-1297,34,Female,Chicago,70557.8,18,2236.0,124.22,264.0,40,0.075,Haircare,2,1092,0.49
CUST-1298,53,Female,Miami,98209.29,14,2426.0,173.29,307.0,40,0.1071,Bath & Body,1,1092,0.38
CUST-1299,47,Female,Miami,83492.56,27,4141.0,153.37,427.0,70,0.063,Haircare,1,1093,0.74
CUST-1300,59,Female,Miami,46603.7,23,4474.0,194.52,427.0,56,0.0652,Skincare,362,731,0.94
CUST-1301,28,Male,Seattle,80137.69,30,3740.0,124.67,317.0,84,0.0667,Bath & Body,1,1090,0.83
CUST-1302,37,Female,Miami,98572.83,27,4381.0,162.26,427.0,60,0.0759,Haircare,356,737,1.1
CUST-1303,50,Female,Dallas,90311.17,26,3468.0,133.38,294.0,56,0.0385,Fragrance,1,1093,0.71
CUST-1304,19,Male,San Francisco,131625.53,21,3352.0,159.62,394.0,46,0.0786,Fragrance,356,737,0.85
CUST-1305,59,Female,San Francisco,106699.33,22,3401.0,154.59,340.0,58,0.0932,Makeup,1,1090,0.61
CUST-1306,50,Female,New York,68427.67,29,5433.0,187.34,404.0,75,0.0707,Makeup,1,1093,0.8
CUST-1307,49,Female,Miami,84194.99,30,4318.0,143.93,297.0,76,0.1033,Haircare,1,1093,0.82
CUST-1308,23,Male,Chicago,69178.18,18,3134.0,174.11,427.0,38,0.0694,Fragrance,2,1090,0.5
CUST-1309,34,Female,Seattle,79529.11,20,2969.0,148.45,365.0,44,0.1,Bath & Body,356,737,0.81
CUST-1310,50,Male,Seattle,65868.44,24,4123.0,171.79,427.0,63,0.0625,Haircare,2,1089,0.66
CUST-1311,45,Female,Chicago,86686.3,19,3362.0,176.95,427.0,51,0.05,Haircare,357,732,0.78
CUST-1312,43,Female,Miami,33705.09,18,3365.0,186.94,427.0,47,0.0556,Makeup,1,1091,0.49
CUST-1313,40,Male,San Francisco,45779.4,22,4244.0,192.91,427.0,63,0.0932,Skincare,1,1092,0.6
CUST-1314,37,Non-Binary,Chicago,68381.38,19,3454.0,181.79,427.0,42,0.0658,Fragrance,1,1091,0.52
CUST-1315,28,Female,Seattle,100099.63,18,2576.0,143.11,427.0,44,0.0667,Haircare,1,1089,0.5
CUST-1316,37,Female,Los Angeles,77346.76,27,3880.0,143.7,307.0,61,0.0667,Fragrance,1,1091,0.74
CUST-1317,58,Female,Seattle,48069.8,26,3926.0,151.0,348.0,69,0.0885,Skincare,1,1092,0.71
CUST-1318,63,Female,Miami,74157.34,18,2607.0,144.83,427.0,47,0.0611,Makeup,1,1093,0.49
CUST-1319,62,Male,Chicago,68646.17,26,4543.0,174.73,427.0,64,0.0596,Bath & Body,1,1091,0.71
CUST-1320,48,Female,Chicago,82726.31,21,3283.0,156.33,427.0,53,0.0595,Fragrance,1,1092,0.58
CUST-1321,24,Female,New York,36961.18,16,3017.0,188.56,427.0,44,0.0969,Fragrance,2,1091,0.44
CUST-1322,42,Female,Chicago,74081.89,18,2364.0,131.33,352.0,42,0.0861,Makeup,1,1089,0.5
CUST-1323,36,Female,Houston,58989.93,25,4529.0,181.16,427.0,58,0.068,Bath & Body,2,1091,0.69
CUST-1324,39,Female,San Francisco,62309.57,24,4112.0,171.33,412.0,60,0.075,Haircare,361,733,0.98
CUST-1325,36,Male,Seattle,85709.22,17,3260.0,191.76,427.0,50,0.0853,Bath & Body,2,1090,0.47
CUST-1326,27,Female,Chicago,76347.8,27,4097.0,151.74,427.0,74,0.0704,Makeup,2,1092,0.74
CUST-1327,34,Female,Chicago,72725.14,25,4195.0,167.8,427.0,60,0.058,Bath & Body,2,1092,0.69
CUST-1328,20,Male,Chicago,37797.02,24,3756.0,156.5,412.0,55,0.0583,Fragrance,2,1090,0.66
CUST-1329,53,Male,Seattle,48336.83,28,4298.0,153.5,335.0,69,0.0589,Bath & Body,1,1090,0.77
CUST-1330,43,Female,Houston,77618.89,25,3900.0,156.0,427.0,65,0.062,Haircare,1,1093,0.69
CUST-1331,44,Female,Los Angeles,93265.45,22,2980.0,135.45,398.0,54,0.0795,Fragrance,1,1093,0.6
CUST-1332,63,Female,Seattle,71752.33,30,5384.0,179.47,357.0,67,0.0517,Haircare,1,1093,0.82
CUST-1333,31,Female,Los Angeles,100251.7,26,4303.0,165.5,427.0,67,0.0885,Haircare,356,737,1.06
CUST-1334,41,Non-Binary,Seattle,86096.32,19,3261.0,171.63,313.0,52,0.0816,Fragrance,360,734,0.78
CUST-1335,39,Female,Miami,82268.14,25,4479.0,179.16,427.0,68,0.064,Haircare,1,1093,0.69
CUST-1336,37,Female,New York,78356.63,13,1764.0,135.69,297.0,37,0.0615,Bath & Body,359,735,0.53
CUST-1337,28,Female,Seattle,86516.19,19,2621.0,137.95,370.0,56,0.1105,Skincare,1,1092,0.52
CUST-1338,48,Male,Dallas,67262.95,29,4514.0,155.66,427.0,65,0.0879,Fragrance,1,1093,0.8
CUST-1339,35,Female,Houston,77404.64,22,2750.0,125.0,427.0,53,0.0659,Bath & Body,2,1091,0.6
CUST-1340,60,Female,Seattle,32745.03,20,3100.0,155.0,427.0,41,0.0725,Skincare,357,737,0.81
CUST-1341,56,Female,San Francisco,76291.59,24,3701.0,154.21,427.0,63,0.0812,Fragrance,356,733,0.98
CUST-1342,45,Female,Los Angeles,69363.79,26,4837.0,186.04,427.0,72,0.0865,Makeup,2,1091,0.71
CUST-1343,45,Female,New York,64974.49,32,4946.0,154.56,427.0,75,0.0703,Skincare,2,1092,0.88
CUST-1344,45,Female,New York,120688.25,22,3515.0,159.77,397.0,54,0.075,Haircare,1,1092,0.6
CUST-1345,31,Male,Chicago,80132.63,13,1687.0,129.77,427.0,26,0.0731,Makeup,356,738,0.53
CUST-1346,18,Female,New York,80344.5,20,2936.0,146.8,340.0,47,0.0575,Bath & Body,1,1093,0.55
CUST-1347,54,Male,Seattle,43725.61,25,4024.0,160.96,427.0,64,0.068,Fragrance,1,1092,0.69
CUST-1348,52,Male,Seattle,25165.56,23,3291.0,143.09,301.0,61,0.0413,Skincare,356,733,0.94
CUST-1349,64,Female,Seattle,46308.44,21,3142.0,149.62,427.0,50,0.0595,Bath & Body,2,1091,0.58
CUST-1350,25,Female,Los Angeles,76124.84,32,5015.0,156.72,427.0,82,0.0734,Fragrance,1,1092,0.88
CUST-1351,30,Female,San Francisco,70660.02,13,1893.0,145.62,340.0,34,0.0538,Bath & Body,362,732,0.53
CUST-1352,62,Female,Los Angeles,93633.53,22,3463.0,157.41,356.0,53,0.0523,Fragrance,356,738,0.89
CUST-1353,29,Female,Chicago,78159.77,19,3505.0,184.47,427.0,52,0.0605,Bath & Body,2,1090,0.52
CUST-1354,25,Female,Dallas,118992.87,21,3225.0,153.57,427.0,58,0.0762,Makeup,2,1092,0.58
CUST-1355,46,Male,New York,96505.54,29,4526.0,156.07,333.0,83,0.0517,Haircare,1,1093,0.8
CUST-1356,48,Male,Houston,46654.69,32,4880.0,152.5,427.0,76,0.075,Fragrance,1,1093,0.88
CUST-1357,35,Female,Dallas,38096.97,24,3491.0,145.46,341.0,60,0.0688,Skincare,359,735,0.98
CUST-1358,56,Female,Dallas,60775.29,18,3069.0,170.5,427.0,44,0.0694,Haircare,1,1093,0.49
CUST-1359,56,Non-Binary,Houston,88090.13,26,4369.0,168.04,370.0,70,0.0673,Fragrance,2,1092,0.71
CUST-1360,21,Female,San Francisco,31539.1,20,3785.0,189.25,427.0,52,0.08,Bath & Body,357,737,0.81
CUST-1361,46,Female,Houston,90433.75,21,3140.0,149.52,427.0,47,0.0571,Makeup,1,1092,0.58
CUST-1362,45,Female,New York,44466.06,26,4467.0,171.81,427.0,69,0.0788,Bath & Body,1,1093,0.71
CUST-1363,26,Female,New York,75726.93,23,3684.0,160.17,427.0,61,0.0565,Bath & Body,1,1092,0.63
CUST-1364,23,Male,Chicago,63155.13,27,4648.0,172.15,427.0,69,0.0667,Skincare,1,1087,0.75
CUST-1365,49,Female,Chicago,38835.78,24,3753.0,156.38,427.0,70,0.0812,Fragrance,356,738,0.98
CUST-1366,47,Male,Dallas,52891.2,25,3816.0,152.64,341.0,59,0.066,Skincare,1,1093,0.69
CUST-1367,34,Female,Houston,25070.5,31,4990.0,160.97,427.0,73,0.05,Makeup,1,1092,0.85
CUST-1368,33,Female,Seattle,90266.85,22,3533.0,160.59,427.0,58,0.0773,Fragrance,1,1089,0.61
CUST-1369,45,Female,Dallas,60645.33,16,2414.0,150.88,400.0,46,0.0625,Makeup,356,738,0.65
CUST-1370,45,Female,Chicago,55592.27,26,3588.0,138.0,340.0,61,0.0519,Bath & Body,1,1093,0.71
CUST-1371,18,Female,San Francisco,78607.43,19,3055.0,160.79,427.0,51,0.0763,Bath & Body,357,737,0.77
CUST-1372,23,Female,Miami,48681.49,23,4870.0,211.74,427.0,52,0.0761,Fragrance,1,1093,0.63
CUST-1373,38,Female,Houston,44843.8,16,2209.0,138.06,303.0,37,0.0656,Haircare,1,1091,0.44
CUST-1374,54,Non-Binary,Houston,22000.0,31,5429.0,175.13,331.0,61,0.0548,Makeup,1,1092,0.85
CUST-1375,57,Non-Binary,San Francisco,74596.65,30,3561.0,118.7,268.0,68,0.055,Makeup,1,1090,0.83
CUST-1376,27,Female,New York,57954.22,22,2970.0,135.0,427.0,64,0.0614,Skincare,1,1093,0.6
CUST-1377,21,Female,Miami,88038.78,20,2769.0,138.45,427.0,59,0.0475,Skincare,2,1088,0.55
CUST-1378,43,Male,Miami,47707.65,23,3431.0,149.17,402.0,62,0.0783,Bath & Body,1,1093,0.63
CUST-1379,30,Male,Los Angeles,84901.45,22,3479.0,158.14,412.0,55,0.0682,Skincare,356,735,0.9
CUST-1380,61,Female,Dallas,94703.4,33,6196.0,187.76,427.0,74,0.0773,Skincare,2,1090,0.91
CUST-1381,49,Female,Miami,97211.41,25,4842.0,193.68,427.0,68,0.096,Bath & Body,2,1092,0.69
CUST-1382,34,Female,Houston,56818.6,24,3706.0,154.42,427.0,61,0.0458,Fragrance,1,1090,0.66
CUST-1383,31,Non-Binary,Seattle,110371.41,27,4486.0,166.15,427.0,69,0.0556,Skincare,356,736,1.1
CUST-1384,33,Female,Miami,56075.16,21,3441.0,163.86,327.0,50,0.0333,Bath & Body,356,737,0.85
CUST-1385,63,Male,Houston,64257.15,17,2537.0,149.24,341.0,40,0.0294,Fragrance,2,1091,0.47
CUST-1386,41,Female,Seattle,62478.27,34,5387.0,158.44,371.0,93,0.0779,Makeup,1,1093,0.93
CUST-1387,23,Female,Chicago,89330.85,18,2270.0,126.11,272.0,42,0.0583,Makeup,1,1088,0.5
CUST-1388,20,Female,Los Angeles,46737.0,17,2787.0,163.94,394.0,42,0.0912,Fragrance,1,1093,0.47
CUST-1389,54,Female,San Francisco,81400.38,20,3090.0,154.5,304.0,53,0.0925,Haircare,1,1092,0.55
CUST-1390,50,Female,Dallas,72308.08,26,4550.0,175.0,376.0,76,0.0538,Fragrance,1,1092,0.71
CUST-1391,60,Female,San Francisco,39297.15,30,4092.0,136.4,371.0,79,0.0533,Makeup,1,1093,0.82
CUST-1392,44,Female,Los Angeles,94814.89,26,3630.0,139.62,385.0,65,0.0654,Haircare,356,738,1.06
CUST-1393,41,Female,Miami,73554.95,24,3536.0,147.33,427.0,62,0.0625,Skincare,1,1093,0.66
CUST-1394,48,Female,Seattle,104042.73,28,4943.0,176.54,427.0,71,0.0804,Fragrance,1,1093,0.77
CUST-1395,29,Female,Miami,87104.22,30,4914.0,163.8,427.0,63,0.07,Fragrance,1,1093,0.82
CUST-1396,52,Male,Los Angeles,76060.24,29,4070.0,140.34,303.0,76,0.0741,Makeup,2,1092,0.8
CUST-1397,23,Female,Chicago,81539.89,21,3300.0,157.14,427.0,59,0.0524,Skincare,357,737,0.85
CUST-1398,51,Female,Chicago,70531.18,38,5948.0,156.53,427.0,92,0.0724,Fragrance,1,1092,1.04
CUST-1399,55,Male,Dallas,45616.83,19,3030.0,159.47,427.0,47,0.0632,Makeup,356,736,0.77
CUST-1400,41,Non-Binary,Miami,45832.69,26,3291.0,126.58,330.0,64,0.0712,Bath & Body,1,1091,0.71
CUST-1401,60,Female,San Francisco,67092.18,19,2696.0,141.89,427.0,50,0.0789,Haircare,1,1092,0.52
CUST-1402,57,Male,Miami,98808.89,23,3223.0,140.13,357.0,57,0.0543,Fragrance,356,737,0.94
CUST-1403,36,Female,Chicago,79600.17,24,4599.0,191.62,427.0,53,0.075,Bath & Body,2,1092,0.66
CUST-1404,43,Female,Chicago,72021.37,24,3842.0,160.08,427.0,62,0.0458,Haircare,356,738,0.98
CUST-1405,29,Female,New York,62490.86,23,4258.0,185.13,427.0,57,0.0609,Bath & Body,357,736,0.94
CUST-1406,22,Female,Houston,81706.76,22,3163.0,143.77,427.0,56,0.0568,Makeup,1,1093,0.6
CUST-1407,64,Male,Seattle,83674.96,21,2675.0,127.38,336.0,49,0.0548,Makeup,356,737,0.85
CUST-1408,29,Female,Los Angeles,62104.66,17,3405.0,200.29,427.0,42,0.0706,Bath & Body,1,1092,0.47
CUST-1409,38,Female,Dallas,42271.68,23,3171.0,137.87,283.0,59,0.0587,Haircare,357,735,0.94
CUST-1410,24,Female,Miami,58331.58,13,2005.0,154.23,307.0,39,0.0615,Makeup,1,1091,0.36
CUST-1411,24,Female,Miami,43409.67,27,4931.0,182.63,427.0,64,0.0648,Skincare,1,1089,0.74
CUST-1412,27,Female,Dallas,77200.56,23,3414.0,148.43,319.0,59,0.0587,Haircare,1,1092,0.63
CUST-1413,50,Female,New York,89263.14,20,3319.0,165.95,387.0,55,0.07,Skincare,356,736,0.82
CUST-1414,64,Female,San Francisco,108237.11,22,3158.0,143.55,427.0,51,0.0727,Fragrance,1,1090,0.61
CUST-1415,50,Female,Houston,70233.55,26,4835.0,185.96,427.0,64,0.0365,Makeup,2,1090,0.72
CUST-1416,28,Female,Chicago,22000.0,14,2079.0,148.5,287.0,31,0.0429,Fragrance,356,738,0.57
CUST-1417,41,Male,New York,62397.59,14,2001.0,142.93,412.0,37,0.0679,Fragrance,1,1093,0.38
CUST-1418,56,Female,Los Angeles,56745.67,23,3561.0,154.83,397.0,58,0.0587,Makeup,1,1092,0.63
CUST-1419,59,Female,Seattle,84898.78,33,5057.0,153.24,350.0,84,0.0833,Makeup,1,1093,0.91
CUST-1420,28,Female,New York,86670.77,30,4405.0,146.83,327.0,72,0.0533,Skincare,356,734,1.23
CUST-1421,43,Female,Houston,98229.22,23,3171.0,137.87,330.0,53,0.05,Haircare,1,1093,0.63
CUST-1422,29,Female,New York,85747.57,20,3200.0,160.0,427.0,49,0.02,Haircare,1,1091,0.55
CUST-1423,64,Male,San Francisco,54836.86,14,3038.0,217.0,427.0,34,0.0714,Makeup,356,737,0.57
CUST-1424,35,Male,Houston,22000.0,20,3251.0,162.55,340.0,48,0.0525,Bath & Body,1,1093,0.55
CUST-1425,51,Female,Chicago,78840.15,25,3587.0,143.48,303.0,61,0.06,Skincare,1,1092,0.69
CUST-1426,48,Non-Binary,New York,59203.19,21,3550.0,169.05,427.0,51,0.05,Bath & Body,1,1087,0.58
CUST-1427,18,Female,San Francisco,81694.83,26,4963.0,190.88,427.0,64,0.0846,Bath & Body,2,1091,0.71
CUST-1428,31,Female,Dallas,63940.2,17,2775.0,163.24,427.0,40,0.0912,Fragrance,1,1092,0.47
CUST-1429,45,Non-Binary,Chicago,28805.63,20,3235.0,161.75,329.0,48,0.055,Bath & Body,1,1092,0.55
CUST-1430,36,Female,New York,78005.76,20,3500.0,175.0,427.0,50,0.0825,Bath & Body,1,1090,0.55
CUST-1431,62,Male,Miami,94247.8,23,3787.0,164.65,427.0,56,0.0717,Haircare,2,1092,0.63
CUST-1432,34,Female,Dallas,55875.76,19,3028.0,159.37,427.0,50,0.0737,Bath & Body,2,1092,0.52
CUST-1433,56,Female,Los Angeles,47348.79,28,4822.0,172.21,427.0,72,0.075,Haircare,1,1093,0.77
CUST-1434,38,Female,Miami,78679.98,24,3637.0,151.54,427.0,52,0.0771,Haircare,2,1091,0.66
CUST-1435,37,Male,Chicago,49156.46,20,4138.0,206.9,427.0,46,0.06,Skincare,1,1093,0.55
CUST-1436,21,Male,San Francisco,61348.38,12,2070.0,172.5,427.0,37,0.0875,Haircare,2,1091,0.33
CUST-1437,34,Female,Dallas,64044.72,24,3563.0,148.46,341.0,55,0.0562,Bath & Body,358,736,0.98
CUST-1438,49,Non-Binary,San Francisco,41192.99,19,3381.0,177.95,427.0,48,0.0632,Bath & Body,1,1093,0.52
CUST-1439,35,Female,Seattle,49092.83,15,2365.0,157.67,427.0,34,0.05,Makeup,357,737,0.61
CUST-1440,30,Female,Houston,103683.66,25,4056.0,162.24,370.0,60,0.1,Bath & Body,356,737,1.02
CUST-1441,25,Male,Los Angeles,56655.66,20,3409.0,170.45,427.0,47,0.04,Bath & Body,1,1093,0.55
CUST-1442,42,Female,Miami,57758.9,24,4281.0,178.38,427.0,56,0.0542,Skincare,357,736,0.98
CUST-1443,35,Female,Miami,95951.29,28,4196.0,149.86,427.0,56,0.0411,Haircare,1,1093,0.77
CUST-1444,40,Female,Los Angeles,78595.5,27,3866.0,143.19,427.0,65,0.0667,Bath & Body,1,1093,0.74
CUST-1445,35,Female,Dallas,23994.36,26,4584.0,176.31,412.0,70,0.0654,Bath & Body,1,1093,0.71
CUST-1446,58,Non-Binary,San Francisco,84566.31,33,4655.0,141.06,332.0,81,0.0652,Haircare,2,1091,0.91
CUST-1447,59,Male,Dallas,66374.0,16,1890.0,118.12,303.0,45,0.0625,Haircare,2,1091,0.44
CUST-1448,33,Female,New York,85509.16,23,4604.0,200.17,330.0,60,0.0587,Bath & Body,1,1091,0.63
CUST-1449,33,Male,Seattle,77349.26,32,4578.0,143.06,383.0,79,0.075,Makeup,1,1091,0.88
CUST-1450,43,Male,Miami,97089.63,19,2631.0,138.47,427.0,47,0.0553,Bath & Body,2,1091,0.52
CUST-1451,48,Female,Los Angeles,70419.09,20,2723.0,136.15,303.0,46,0.07,Bath & Body,1,1090,0.55
CUST-1452,25,Non-Binary,Chicago,115886.12,28,3952.0,141.14,354.0,70,0.0714,Makeup,1,1092,0.77
CUST-1453,46,Male,San Francisco,94875.66,23,3531.0,153.52,318.0,49,0.0522,Haircare,2,1092,0.63
CUST-1454,25,Female,New York,71174.01,31,4322.0,139.42,346.0,89,0.071,Makeup,1,1093,0.85
CUST-1455,64,Female,Chicago,67648.38,23,3784.0,164.52,427.0,57,0.1109,Skincare,1,1092,0.63
CUST-1456,31,Female,Dallas,72483.64,26,3591.0,138.12,334.0,77,0.0462,Bath & Body,2,1091,0.71
CUST-1457,55,Female,Chicago,48036.98,15,2538.0,169.2,427.0,39,0.08,Haircare,2,1091,0.41
CUST-1458,28,Female,Los Angeles,85605.07,22,3650.0,165.91,399.0,51,0.0386,Skincare,1,1093,0.6
CUST-1459,60,Male,Dallas,63541.08,25,3820.0,152.8,427.0,56,0.072,Bath & Body,1,1091,0.69
CUST-1460,38,Female,Dallas,55369.27,19,3746.0,197.16,427.0,47,0.05,Bath & Body,357,737,0.77
CUST-1461,32,Male,Seattle,51903.1,25,3201.0,128.04,283.0,70,0.068,Bath & Body,2,1090,0.69
CUST-1462,59,Female,Seattle,61286.57,22,3310.0,150.45,427.0,49,0.0682,Fragrance,1,1093,0.6
CUST-1463,60,Female,New York,66406.61,32,5744.0,179.5,427.0,81,0.0953,Bath & Body,2,1090,0.88
CUST-1464,35,Female,Chicago,71952.24,25,3669.0,146.76,281.0,68,0.064,Fragrance,357,734,1.02
CUST-1465,37,Female,San Francisco,58154.23,30,4087.0,136.23,427.0,74,0.0433,Fragrance,1,1091,0.82
CUST-1466,52,Female,New York,49074.85,20,3021.0,151.05,307.0,57,0.0625,Fragrance,1,1093,0.55
CUST-1467,26,Female,Los Angeles,71640.6,22,2547.0,115.77,182.0,51,0.0591,Skincare,2,1092,0.6
CUST-1468,49,Female,Dallas,126010.61,13,1220.0,93.85,168.0,34,0.0654,Haircare,1,1085,0.36
CUST-1469,20,Female,San Francisco,85554.04,14,2538.0,181.29,427.0,30,0.0643,Skincare,2,1087,0.39
CUST-1470,19,Female,Houston,91040.61,29,4568.0,157.52,427.0,80,0.0638,Haircare,1,1092,0.8
CUST-1471,44,Female,Los Angeles,65462.89,20,4041.0,202.05,427.0,40,0.07,Bath & Body,2,1087,0.55
